,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.71,[0.94 0.25],[0.73 0.4 ],[0.81 0.29]
1,1,0.48,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.58]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.62]
3,3,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.85 0.64]
4,4,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.65]
5,5,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.67]
6,6,0.41,0.81,[0.9  0.63],[0.84 0.76],[0.86 0.68]
7,7,0.4,0.82,[0.9  0.65],[0.84 0.77],[0.87 0.7 ]
8,8,0.38,0.83,[0.91 0.68],[0.85 0.78],[0.88 0.71]
9,9,0.37,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.73]
10,10,0.36,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.75]
11,11,0.34,0.86,[0.91 0.74],[0.88 0.81],[0.89 0.76]
12,12,0.32,0.86,[0.92 0.75],[0.88 0.82],[0.9  0.78]
13,13,0.31,0.88,[0.92 0.78],[0.89 0.84],[0.91 0.8 ]
14,14,0.29,0.88,[0.93 0.79],[0.9  0.84],[0.91 0.81]
15,15,0.27,0.89,[0.93 0.81],[0.91 0.86],[0.92 0.83]
16,16,0.25,0.91,[0.94 0.83],[0.92 0.87],[0.93 0.84]
17,17,0.24,0.91,[0.95 0.85],[0.93 0.88],[0.94 0.86]
18,18,0.22,0.92,[0.95 0.86],[0.93 0.89],[0.94 0.87]
19,19,0.21,0.93,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
20,20,0.2,0.93,[0.95 0.87],[0.94 0.9 ],[0.95 0.88]
21,21,0.19,0.93,[0.96 0.88],[0.94 0.91],[0.95 0.89]
22,22,0.18,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
