,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.7,[0.92 0.26],[0.71 0.41],[0.8  0.29]
1,1,0.47,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.62]
2,2,0.45,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.65]
3,3,0.43,0.81,[0.9  0.62],[0.83 0.75],[0.86 0.67]
4,4,0.41,0.81,[0.89 0.65],[0.84 0.75],[0.86 0.69]
5,5,0.39,0.83,[0.9  0.68],[0.85 0.77],[0.87 0.71]
6,6,0.37,0.84,[0.9  0.72],[0.87 0.78],[0.88 0.74]
7,7,0.34,0.86,[0.91 0.75],[0.88 0.8 ],[0.89 0.77]
8,8,0.3,0.87,[0.91 0.79],[0.9  0.82],[0.91 0.8 ]
9,9,0.28,0.89,[0.92 0.82],[0.92 0.84],[0.92 0.83]
10,10,0.25,0.9,[0.93 0.84],[0.93 0.86],[0.93 0.84]
11,11,0.22,0.92,[0.94 0.87],[0.94 0.88],[0.94 0.87]
12,12,0.2,0.93,[0.94 0.88],[0.94 0.89],[0.94 0.88]
13,13,0.19,0.93,[0.95 0.9 ],[0.95 0.89],[0.95 0.9 ]
14,14,0.16,0.94,[0.95 0.91],[0.96 0.91],[0.96 0.91]
15,15,0.14,0.95,[0.96 0.93],[0.96 0.92],[0.96 0.92]
16,16,0.13,0.95,[0.96 0.93],[0.97 0.93],[0.96 0.93]
17,17,0.13,0.96,[0.97 0.93],[0.97 0.93],[0.97 0.93]
18,18,0.11,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
19,19,0.11,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
20,20,0.09,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
21,21,0.1,0.97,[0.98 0.95],[0.97 0.95],[0.97 0.95]
