,epoch,loss,accuracy,recall,precision,f1
0,0,0.55,0.72,[0.89 0.37],[0.75 0.42],[0.81 0.38]
1,1,0.49,0.77,[0.86 0.57],[0.81 0.67],[0.83 0.6 ]
2,2,0.47,0.77,[0.88 0.55],[0.8 0.7],[0.84 0.59]
3,3,0.47,0.78,[0.89 0.55],[0.8  0.71],[0.84 0.6 ]
4,4,0.46,0.78,[0.89 0.55],[0.81 0.71],[0.84 0.6 ]
5,5,0.45,0.78,[0.89 0.56],[0.81 0.72],[0.84 0.61]
6,6,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.62]
7,7,0.44,0.79,[0.89 0.59],[0.82 0.73],[0.85 0.63]
8,8,0.43,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.64]
9,9,0.42,0.8,[0.89 0.62],[0.83 0.73],[0.86 0.66]
