,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.71,[0.94 0.24],[0.72 0.41],[0.81 0.28]
1,1,0.48,0.78,[0.88 0.56],[0.81 0.7 ],[0.84 0.61]
2,2,0.45,0.79,[0.89 0.58],[0.82 0.72],[0.85 0.63]
3,3,0.44,0.8,[0.89 0.6 ],[0.82 0.74],[0.85 0.65]
4,4,0.43,0.8,[0.9  0.62],[0.83 0.74],[0.86 0.66]
5,5,0.42,0.81,[0.9  0.63],[0.83 0.75],[0.86 0.68]
6,6,0.4,0.82,[0.9  0.65],[0.84 0.76],[0.87 0.69]
7,7,0.39,0.83,[0.9  0.67],[0.85 0.77],[0.87 0.71]
8,8,0.38,0.83,[0.9  0.69],[0.86 0.77],[0.88 0.72]
9,9,0.36,0.84,[0.9  0.72],[0.87 0.79],[0.88 0.74]
10,10,0.34,0.86,[0.91 0.75],[0.88 0.81],[0.89 0.77]
11,11,0.32,0.86,[0.91 0.77],[0.89 0.82],[0.9  0.78]
12,12,0.31,0.87,[0.91 0.78],[0.9  0.82],[0.9  0.79]
13,13,0.29,0.88,[0.92 0.81],[0.91 0.83],[0.91 0.81]
14,14,0.27,0.89,[0.92 0.82],[0.92 0.83],[0.91 0.82]
15,15,0.24,0.9,[0.93 0.85],[0.93 0.85],[0.93 0.85]
16,16,0.21,0.92,[0.94 0.88],[0.94 0.88],[0.94 0.87]
17,17,0.2,0.92,[0.94 0.89],[0.95 0.88],[0.94 0.88]
18,18,0.18,0.93,[0.95 0.9 ],[0.95 0.89],[0.95 0.89]
19,19,0.17,0.94,[0.95 0.91],[0.95 0.9 ],[0.95 0.9 ]
20,20,0.16,0.94,[0.95 0.92],[0.96 0.9 ],[0.95 0.91]
21,21,0.14,0.95,[0.96 0.92],[0.96 0.91],[0.96 0.92]
