,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.92 0.33],[0.74 0.47],[0.82 0.37]
1,1,0.46,0.78,[0.88 0.59],[0.82 0.71],[0.84 0.64]
2,2,0.43,0.8,[0.89 0.61],[0.82 0.74],[0.86 0.66]
3,3,0.41,0.81,[0.89 0.63],[0.83 0.75],[0.86 0.68]
4,4,0.39,0.83,[0.9  0.68],[0.85 0.76],[0.87 0.71]
5,5,0.35,0.84,[0.9  0.72],[0.87 0.78],[0.88 0.74]
6,6,0.32,0.86,[0.91 0.77],[0.89 0.81],[0.9  0.78]
7,7,0.28,0.89,[0.92 0.82],[0.91 0.83],[0.91 0.82]
8,8,0.23,0.9,[0.93 0.86],[0.93 0.86],[0.93 0.85]
9,9,0.21,0.91,[0.94 0.87],[0.94 0.88],[0.94 0.87]
10,10,0.17,0.93,[0.95 0.9 ],[0.95 0.9 ],[0.95 0.9 ]
11,11,0.16,0.94,[0.95 0.91],[0.96 0.91],[0.95 0.91]
12,12,0.14,0.95,[0.96 0.92],[0.96 0.92],[0.96 0.92]
13,13,0.11,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
14,14,0.09,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
15,15,0.08,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.96]
16,16,0.07,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.96]
17,17,0.07,0.98,[0.98 0.96],[0.98 0.96],[0.98 0.96]
18,18,0.06,0.98,[0.99 0.97],[0.98 0.97],[0.98 0.97]
19,19,0.06,0.98,[0.99 0.97],[0.99 0.97],[0.99 0.97]
20,20,0.06,0.98,[0.99 0.97],[0.98 0.97],[0.98 0.97]
21,21,0.05,0.98,[0.99 0.97],[0.99 0.98],[0.99 0.97]
