,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.65,[0.96 0.04],[0.66 0.01],[0.77 0.02]
1,1,0.56,0.7,[0.95 0.19],[0.71 0.46],[0.81 0.24]
2,2,0.51,0.75,[0.87 0.51],[0.79 0.66],[0.82 0.57]
3,3,0.49,0.77,[0.87 0.55],[0.8  0.68],[0.83 0.6 ]
4,4,0.48,0.77,[0.87 0.56],[0.8  0.69],[0.84 0.61]
5,5,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
6,6,0.47,0.78,[0.89 0.56],[0.81 0.7 ],[0.84 0.62]
7,7,0.46,0.78,[0.89 0.57],[0.81 0.7 ],[0.84 0.62]
8,8,0.46,0.79,[0.89 0.57],[0.81 0.71],[0.85 0.63]
9,9,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.64]
10,10,0.45,0.79,[0.89 0.58],[0.82 0.72],[0.85 0.64]
11,11,0.44,0.79,[0.89 0.6 ],[0.82 0.72],[0.85 0.65]
12,12,0.44,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.65]
13,13,0.43,0.8,[0.9  0.62],[0.83 0.74],[0.86 0.67]
14,14,0.43,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.67]
15,15,0.42,0.81,[0.89 0.64],[0.84 0.74],[0.86 0.68]
16,16,0.41,0.82,[0.9  0.65],[0.84 0.75],[0.87 0.69]
17,17,0.41,0.82,[0.9  0.66],[0.84 0.76],[0.87 0.7 ]
18,18,0.4,0.83,[0.9  0.67],[0.85 0.76],[0.87 0.71]
19,19,0.39,0.83,[0.9  0.68],[0.85 0.77],[0.87 0.72]
20,20,0.38,0.83,[0.9 0.7],[0.86 0.77],[0.88 0.73]
21,21,0.37,0.84,[0.91 0.71],[0.87 0.79],[0.89 0.74]
22,22,0.37,0.85,[0.91 0.72],[0.87 0.79],[0.89 0.75]
23,23,0.36,0.85,[0.91 0.73],[0.87 0.8 ],[0.89 0.76]
24,24,0.35,0.86,[0.91 0.74],[0.88 0.81],[0.89 0.77]
25,25,0.34,0.86,[0.92 0.75],[0.88 0.81],[0.9  0.77]
26,26,0.34,0.87,[0.92 0.76],[0.89 0.82],[0.9  0.78]
