,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.68,[0.92 0.21],[0.69 0.36],[0.78 0.23]
1,1,0.49,0.77,[0.9  0.51],[0.79 0.72],[0.84 0.59]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
4,4,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
5,5,0.41,0.81,[0.91 0.63],[0.83 0.76],[0.87 0.69]
6,6,0.4,0.82,[0.91 0.65],[0.84 0.77],[0.87 0.7 ]
7,7,0.38,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.72]
8,8,0.36,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.74]
9,9,0.34,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.76]
10,10,0.32,0.86,[0.92 0.75],[0.88 0.82],[0.9  0.78]
11,11,0.3,0.87,[0.92 0.78],[0.89 0.83],[0.91 0.8 ]
12,12,0.29,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.81]
13,13,0.28,0.88,[0.92 0.79],[0.9  0.84],[0.91 0.81]
14,14,0.26,0.9,[0.94 0.82],[0.91 0.86],[0.92 0.84]
15,15,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.86]
16,16,0.22,0.92,[0.95 0.86],[0.93 0.89],[0.94 0.87]
17,17,0.21,0.92,[0.95 0.86],[0.94 0.9 ],[0.94 0.88]
18,18,0.19,0.93,[0.96 0.87],[0.94 0.91],[0.95 0.89]
19,19,0.16,0.94,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
20,20,0.14,0.95,[0.97 0.91],[0.96 0.94],[0.97 0.93]
21,21,0.13,0.96,[0.97 0.93],[0.96 0.94],[0.97 0.94]
22,22,0.13,0.96,[0.97 0.93],[0.97 0.95],[0.97 0.94]
23,23,0.13,0.96,[0.97 0.92],[0.96 0.95],[0.97 0.93]
