,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.7,[0.91 0.3 ],[0.72 0.47],[0.79 0.33]
1,1,0.47,0.78,[0.9  0.53],[0.8  0.73],[0.85 0.61]
2,2,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.85 0.65]
3,3,0.42,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
4,4,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
5,5,0.38,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.72]
6,6,0.35,0.85,[0.92 0.71],[0.87 0.81],[0.89 0.75]
7,7,0.32,0.86,[0.92 0.74],[0.88 0.83],[0.9  0.78]
8,8,0.3,0.88,[0.93 0.78],[0.9  0.85],[0.91 0.81]
9,9,0.28,0.89,[0.93 0.8 ],[0.91 0.86],[0.92 0.82]
10,10,0.26,0.9,[0.93 0.82],[0.91 0.86],[0.92 0.84]
11,11,0.22,0.92,[0.95 0.85],[0.93 0.89],[0.94 0.87]
12,12,0.19,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
13,13,0.16,0.95,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
14,14,0.14,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
15,15,0.12,0.96,[0.97 0.93],[0.97 0.95],[0.97 0.94]
16,16,0.1,0.97,[0.98 0.95],[0.97 0.96],[0.98 0.95]
17,17,0.08,0.97,[0.98 0.96],[0.98 0.97],[0.98 0.96]
18,18,0.09,0.97,[0.98 0.95],[0.98 0.97],[0.98 0.96]
19,19,0.08,0.98,[0.98 0.96],[0.98 0.97],[0.98 0.96]
20,20,0.06,0.98,[0.99 0.97],[0.98 0.98],[0.99 0.97]
21,21,0.05,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
