,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.68,[0.98 0.06],[0.68 0.37],[0.8 0.1]
1,1,0.58,0.71,[0.97 0.19],[0.71 0.69],[0.81 0.28]
2,2,0.55,0.74,[0.95 0.32],[0.74 0.73],[0.83 0.42]
3,3,0.52,0.76,[0.93 0.41],[0.77 0.75],[0.84 0.51]
4,4,0.5,0.77,[0.92 0.46],[0.78 0.74],[0.84 0.55]
5,5,0.48,0.78,[0.92 0.5 ],[0.79 0.75],[0.85 0.58]
6,6,0.46,0.79,[0.92 0.53],[0.8  0.76],[0.85 0.61]
7,7,0.45,0.8,[0.92 0.55],[0.81 0.76],[0.86 0.63]
8,8,0.44,0.8,[0.92 0.57],[0.81 0.77],[0.86 0.64]
9,9,0.43,0.81,[0.92 0.58],[0.82 0.77],[0.86 0.65]
10,10,0.42,0.82,[0.92 0.6 ],[0.83 0.79],[0.87 0.67]
11,11,0.41,0.82,[0.92 0.61],[0.83 0.79],[0.87 0.67]
12,12,0.4,0.82,[0.93 0.62],[0.83 0.8 ],[0.87 0.68]
13,13,0.4,0.83,[0.93 0.63],[0.84 0.8 ],[0.88 0.69]
14,14,0.38,0.83,[0.93 0.64],[0.84 0.81],[0.88 0.71]
15,15,0.37,0.84,[0.93 0.66],[0.85 0.81],[0.88 0.71]
16,16,0.37,0.85,[0.93 0.67],[0.85 0.82],[0.89 0.72]
17,17,0.36,0.84,[0.93 0.67],[0.85 0.82],[0.89 0.73]
18,18,0.35,0.85,[0.93 0.69],[0.86 0.83],[0.89 0.74]
19,19,0.35,0.86,[0.94 0.69],[0.86 0.84],[0.9  0.75]
20,20,0.34,0.86,[0.94 0.7 ],[0.87 0.85],[0.9  0.76]
21,21,0.33,0.87,[0.94 0.71],[0.87 0.85],[0.9  0.77]
22,22,0.32,0.87,[0.94 0.73],[0.88 0.86],[0.91 0.78]
23,23,0.32,0.88,[0.95 0.74],[0.88 0.86],[0.91 0.79]
24,24,0.31,0.89,[0.95 0.75],[0.89 0.88],[0.92 0.8 ]
25,25,0.3,0.88,[0.95 0.76],[0.89 0.87],[0.91 0.8 ]
26,26,0.29,0.89,[0.95 0.76],[0.89 0.89],[0.92 0.81]
27,27,0.29,0.89,[0.95 0.77],[0.9  0.88],[0.92 0.82]
28,28,0.28,0.9,[0.96 0.79],[0.9 0.9],[0.93 0.83]
29,29,0.27,0.9,[0.96 0.8 ],[0.91 0.9 ],[0.93 0.84]
30,30,0.26,0.91,[0.96 0.8 ],[0.91 0.91],[0.93 0.84]
31,31,0.26,0.91,[0.96 0.82],[0.92 0.91],[0.94 0.85]
32,32,0.25,0.91,[0.96 0.82],[0.91 0.91],[0.94 0.85]
33,33,0.24,0.92,[0.96 0.82],[0.92 0.91],[0.94 0.86]
