,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.7,[0.92 0.25],[0.72 0.39],[0.8  0.29]
1,1,0.48,0.77,[0.89 0.53],[0.8  0.71],[0.84 0.6 ]
2,2,0.45,0.79,[0.9  0.57],[0.81 0.73],[0.85 0.63]
3,3,0.43,0.8,[0.9 0.6],[0.82 0.74],[0.86 0.66]
4,4,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
5,5,0.4,0.82,[0.9  0.65],[0.84 0.77],[0.87 0.69]
6,6,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.71]
7,7,0.37,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.73]
8,8,0.35,0.85,[0.92 0.73],[0.87 0.81],[0.89 0.76]
9,9,0.33,0.87,[0.92 0.75],[0.88 0.82],[0.9  0.78]
10,10,0.3,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.8 ]
11,11,0.28,0.89,[0.93 0.81],[0.91 0.85],[0.92 0.82]
12,12,0.26,0.9,[0.94 0.82],[0.92 0.86],[0.93 0.84]
13,13,0.25,0.91,[0.94 0.83],[0.92 0.87],[0.93 0.85]
14,14,0.23,0.91,[0.94 0.85],[0.93 0.88],[0.94 0.86]
15,15,0.21,0.92,[0.95 0.86],[0.94 0.89],[0.94 0.87]
16,16,0.21,0.92,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
17,17,0.19,0.93,[0.96 0.89],[0.95 0.91],[0.95 0.89]
18,18,0.16,0.95,[0.96 0.91],[0.96 0.93],[0.96 0.92]
19,19,0.14,0.96,[0.97 0.92],[0.96 0.94],[0.97 0.93]
20,20,0.13,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
21,21,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
22,22,0.11,0.97,[0.98 0.95],[0.97 0.96],[0.98 0.95]
