,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.68,[0.99 0.05],[0.68 0.29],[0.8  0.08]
1,1,0.58,0.72,[0.97 0.2 ],[0.71 0.7 ],[0.82 0.3 ]
2,2,0.54,0.75,[0.95 0.33],[0.74 0.73],[0.83 0.44]
3,3,0.51,0.76,[0.93 0.42],[0.77 0.75],[0.84 0.52]
4,4,0.49,0.77,[0.92 0.46],[0.78 0.74],[0.84 0.55]
5,5,0.47,0.79,[0.92 0.52],[0.8  0.75],[0.85 0.6 ]
6,6,0.46,0.79,[0.92 0.54],[0.8  0.75],[0.85 0.61]
7,7,0.45,0.8,[0.92 0.56],[0.81 0.76],[0.86 0.63]
8,8,0.43,0.81,[0.92 0.58],[0.82 0.78],[0.86 0.65]
9,9,0.42,0.81,[0.92 0.59],[0.82 0.78],[0.86 0.66]
10,10,0.41,0.82,[0.92 0.6 ],[0.83 0.78],[0.87 0.67]
11,11,0.4,0.82,[0.92 0.62],[0.83 0.8 ],[0.87 0.68]
12,12,0.39,0.83,[0.93 0.63],[0.84 0.8 ],[0.88 0.69]
13,13,0.39,0.83,[0.93 0.64],[0.84 0.81],[0.88 0.7 ]
14,14,0.38,0.84,[0.93 0.66],[0.85 0.82],[0.88 0.72]
15,15,0.37,0.84,[0.93 0.66],[0.85 0.82],[0.88 0.72]
16,16,0.36,0.85,[0.93 0.67],[0.85 0.82],[0.89 0.73]
17,17,0.35,0.85,[0.94 0.68],[0.86 0.84],[0.89 0.74]
18,18,0.35,0.86,[0.94 0.7 ],[0.87 0.84],[0.9  0.75]
19,19,0.34,0.86,[0.94 0.71],[0.87 0.85],[0.9  0.76]
20,20,0.33,0.87,[0.94 0.72],[0.87 0.85],[0.9  0.77]
21,21,0.32,0.87,[0.95 0.73],[0.88 0.86],[0.91 0.78]
22,22,0.32,0.88,[0.95 0.74],[0.88 0.87],[0.91 0.79]
23,23,0.31,0.88,[0.95 0.75],[0.89 0.87],[0.91 0.8 ]
24,24,0.3,0.89,[0.95 0.76],[0.89 0.88],[0.92 0.81]
25,25,0.29,0.89,[0.95 0.77],[0.9  0.88],[0.92 0.81]
26,26,0.29,0.9,[0.95 0.77],[0.9  0.89],[0.92 0.82]
27,27,0.28,0.9,[0.96 0.79],[0.9  0.89],[0.93 0.83]
28,28,0.27,0.91,[0.96 0.8 ],[0.91 0.91],[0.93 0.84]
29,29,0.26,0.91,[0.96 0.81],[0.91 0.91],[0.93 0.85]
30,30,0.26,0.92,[0.96 0.82],[0.92 0.91],[0.94 0.86]
31,31,0.25,0.92,[0.96 0.82],[0.92 0.91],[0.94 0.86]
