,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.7,[0.94 0.21],[0.7  0.36],[0.8  0.25]
1,1,0.48,0.77,[0.88 0.55],[0.8  0.69],[0.84 0.6 ]
2,2,0.45,0.79,[0.89 0.58],[0.82 0.73],[0.85 0.64]
3,3,0.43,0.8,[0.9  0.61],[0.83 0.74],[0.86 0.66]
4,4,0.42,0.81,[0.9  0.63],[0.84 0.75],[0.86 0.68]
5,5,0.4,0.82,[0.9  0.66],[0.84 0.76],[0.87 0.7 ]
6,6,0.38,0.83,[0.9  0.68],[0.86 0.78],[0.88 0.72]
7,7,0.35,0.84,[0.9  0.72],[0.87 0.79],[0.88 0.74]
8,8,0.33,0.86,[0.91 0.75],[0.88 0.81],[0.9  0.77]
9,9,0.3,0.87,[0.91 0.79],[0.9  0.82],[0.91 0.8 ]
10,10,0.28,0.88,[0.92 0.82],[0.91 0.83],[0.91 0.82]
11,11,0.27,0.89,[0.92 0.85],[0.93 0.83],[0.92 0.84]
12,12,0.24,0.91,[0.93 0.87],[0.94 0.85],[0.93 0.86]
13,13,0.22,0.92,[0.93 0.89],[0.95 0.86],[0.94 0.87]
14,14,0.19,0.93,[0.94 0.91],[0.96 0.88],[0.95 0.89]
15,15,0.18,0.93,[0.94 0.92],[0.96 0.89],[0.95 0.9 ]
16,16,0.17,0.94,[0.95 0.92],[0.96 0.9 ],[0.96 0.91]
17,17,0.16,0.94,[0.95 0.93],[0.97 0.9 ],[0.96 0.91]
18,18,0.13,0.95,[0.96 0.94],[0.97 0.91],[0.96 0.92]
19,19,0.11,0.96,[0.96 0.95],[0.98 0.93],[0.97 0.94]
20,20,0.11,0.96,[0.96 0.95],[0.98 0.93],[0.97 0.94]
21,21,0.1,0.96,[0.97 0.96],[0.98 0.93],[0.97 0.95]
22,22,0.09,0.97,[0.97 0.96],[0.98 0.94],[0.98 0.95]
