,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.71,[0.94 0.24],[0.72 0.36],[0.81 0.28]
1,1,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
2,2,0.44,0.79,[0.89 0.6 ],[0.82 0.73],[0.85 0.65]
3,3,0.42,0.81,[0.9  0.62],[0.83 0.75],[0.86 0.67]
4,4,0.41,0.82,[0.9  0.64],[0.84 0.76],[0.87 0.69]
5,5,0.38,0.83,[0.9  0.68],[0.85 0.77],[0.88 0.72]
6,6,0.36,0.84,[0.91 0.71],[0.87 0.79],[0.88 0.74]
7,7,0.33,0.86,[0.91 0.76],[0.89 0.8 ],[0.9  0.78]
8,8,0.31,0.87,[0.91 0.79],[0.9  0.82],[0.9  0.79]
9,9,0.26,0.9,[0.93 0.84],[0.92 0.85],[0.92 0.84]
10,10,0.24,0.91,[0.93 0.86],[0.93 0.86],[0.93 0.86]
11,11,0.21,0.92,[0.94 0.87],[0.94 0.88],[0.94 0.87]
12,12,0.19,0.93,[0.94 0.89],[0.95 0.89],[0.94 0.89]
13,13,0.17,0.94,[0.95 0.91],[0.96 0.9 ],[0.95 0.9 ]
14,14,0.15,0.95,[0.96 0.92],[0.96 0.91],[0.96 0.92]
15,15,0.12,0.96,[0.97 0.94],[0.97 0.93],[0.97 0.93]
16,16,0.11,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
17,17,0.11,0.96,[0.97 0.95],[0.97 0.94],[0.97 0.94]
18,18,0.1,0.97,[0.98 0.95],[0.97 0.95],[0.97 0.95]
19,19,0.1,0.97,[0.97 0.95],[0.98 0.95],[0.97 0.95]
20,20,0.09,0.97,[0.98 0.96],[0.98 0.95],[0.98 0.95]
21,21,0.08,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.96]
