,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.69,[0.97 0.13],[0.7  0.23],[0.81 0.15]
1,1,0.51,0.75,[0.87 0.53],[0.79 0.65],[0.82 0.57]
2,2,0.48,0.77,[0.88 0.55],[0.8  0.68],[0.83 0.59]
3,3,0.47,0.78,[0.88 0.56],[0.8 0.7],[0.84 0.61]
4,4,0.46,0.78,[0.89 0.57],[0.81 0.71],[0.84 0.62]
5,5,0.46,0.79,[0.89 0.58],[0.81 0.71],[0.85 0.63]
6,6,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
7,7,0.45,0.79,[0.89 0.59],[0.82 0.72],[0.85 0.64]
8,8,0.44,0.8,[0.89 0.61],[0.82 0.73],[0.86 0.65]
9,9,0.43,0.81,[0.9  0.62],[0.83 0.74],[0.86 0.66]
10,10,0.42,0.81,[0.9  0.63],[0.83 0.75],[0.86 0.67]
11,11,0.41,0.81,[0.9  0.64],[0.84 0.75],[0.86 0.68]
12,12,0.41,0.82,[0.9  0.66],[0.85 0.76],[0.87 0.69]
13,13,0.4,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.71]
14,14,0.39,0.83,[0.9  0.68],[0.85 0.78],[0.88 0.72]
15,15,0.38,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.73]
16,16,0.37,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.74]
17,17,0.36,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.75]
18,18,0.34,0.86,[0.92 0.73],[0.88 0.81],[0.9  0.76]
19,19,0.34,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
20,20,0.33,0.87,[0.92 0.75],[0.88 0.83],[0.9  0.78]
21,21,0.32,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.78]
22,22,0.32,0.87,[0.92 0.77],[0.89 0.83],[0.91 0.79]
