,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.69,[0.96 0.15],[0.7  0.26],[0.81 0.18]
1,1,0.5,0.76,[0.87 0.54],[0.8  0.66],[0.82 0.58]
2,2,0.48,0.77,[0.87 0.57],[0.81 0.68],[0.83 0.6 ]
3,3,0.47,0.78,[0.88 0.57],[0.81 0.69],[0.84 0.61]
4,4,0.47,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.62]
5,5,0.46,0.78,[0.88 0.59],[0.81 0.7 ],[0.84 0.62]
6,6,0.46,0.79,[0.88 0.59],[0.82 0.71],[0.84 0.63]
7,7,0.46,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.63]
8,8,0.45,0.79,[0.88 0.59],[0.82 0.71],[0.85 0.63]
9,9,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
