,epoch,loss,accuracy,recall,precision,f1
0,0,0.61,0.67,[0.9 0.2],[0.67 0.33],[0.76 0.21]
1,1,0.49,0.77,[0.9 0.5],[0.79 0.71],[0.84 0.58]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.86 0.65]
4,4,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
5,5,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
6,6,0.41,0.82,[0.9  0.64],[0.84 0.77],[0.87 0.69]
7,7,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.87 0.71]
8,8,0.38,0.83,[0.91 0.68],[0.85 0.78],[0.88 0.73]
9,9,0.36,0.84,[0.91 0.7 ],[0.86 0.79],[0.89 0.74]
10,10,0.35,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.76]
11,11,0.33,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
12,12,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.91 0.79]
13,13,0.3,0.88,[0.93 0.77],[0.89 0.84],[0.91 0.8 ]
14,14,0.29,0.89,[0.93 0.79],[0.9  0.85],[0.92 0.82]
15,15,0.28,0.89,[0.93 0.81],[0.91 0.85],[0.92 0.83]
16,16,0.26,0.89,[0.94 0.81],[0.91 0.86],[0.92 0.83]
17,17,0.24,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
18,18,0.23,0.91,[0.95 0.85],[0.93 0.89],[0.94 0.86]
19,19,0.21,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
20,20,0.2,0.93,[0.96 0.87],[0.94 0.91],[0.95 0.89]
21,21,0.21,0.92,[0.95 0.85],[0.93 0.9 ],[0.94 0.87]
22,22,0.21,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
23,23,0.21,0.92,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
