,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.67,[0.99 0.03],[0.68 0.06],[0.8  0.03]
1,1,0.58,0.71,[0.93 0.27],[0.73 0.47],[0.81 0.31]
2,2,0.54,0.76,[0.89 0.48],[0.78 0.69],[0.83 0.54]
3,3,0.53,0.77,[0.89 0.51],[0.79 0.71],[0.84 0.58]
4,4,0.52,0.74,[0.85 0.53],[0.79 0.65],[0.81 0.56]
5,5,0.51,0.77,[0.89 0.52],[0.79 0.7 ],[0.84 0.58]
6,6,0.5,0.78,[0.88 0.56],[0.81 0.7 ],[0.84 0.61]
7,7,0.49,0.78,[0.88 0.56],[0.8  0.71],[0.84 0.61]
8,8,0.48,0.78,[0.9  0.55],[0.8  0.73],[0.85 0.61]
9,9,0.47,0.79,[0.89 0.58],[0.82 0.73],[0.85 0.63]
10,10,0.47,0.79,[0.89 0.6 ],[0.82 0.73],[0.85 0.64]
11,11,0.47,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.63]
12,12,0.46,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.64]
13,13,0.45,0.8,[0.9  0.59],[0.82 0.74],[0.85 0.64]
14,14,0.45,0.81,[0.91 0.59],[0.82 0.76],[0.86 0.65]
15,15,0.44,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.67]
16,16,0.43,0.81,[0.9  0.63],[0.84 0.76],[0.86 0.68]
17,17,0.43,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
18,18,0.41,0.83,[0.91 0.66],[0.85 0.78],[0.87 0.7 ]
19,19,0.4,0.84,[0.92 0.68],[0.85 0.8 ],[0.88 0.72]
20,20,0.39,0.84,[0.91 0.7 ],[0.86 0.8 ],[0.89 0.74]
21,21,0.37,0.85,[0.91 0.73],[0.87 0.81],[0.89 0.75]
22,22,0.36,0.86,[0.92 0.74],[0.88 0.81],[0.9  0.76]
23,23,0.34,0.87,[0.92 0.77],[0.89 0.83],[0.9  0.79]
24,24,0.32,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.8 ]
25,25,0.32,0.88,[0.93 0.79],[0.9  0.84],[0.91 0.81]
26,26,0.32,0.89,[0.92 0.81],[0.91 0.84],[0.91 0.82]
27,27,0.29,0.9,[0.94 0.83],[0.92 0.87],[0.93 0.84]
28,28,0.28,0.91,[0.94 0.84],[0.92 0.87],[0.93 0.85]
29,29,0.27,0.91,[0.94 0.85],[0.93 0.87],[0.93 0.85]
30,30,0.26,0.92,[0.95 0.86],[0.93 0.88],[0.94 0.87]
31,31,0.25,0.92,[0.95 0.87],[0.94 0.88],[0.94 0.87]
32,32,0.25,0.92,[0.95 0.86],[0.93 0.89],[0.94 0.87]
33,33,0.24,0.93,[0.95 0.88],[0.94 0.89],[0.95 0.88]
