,epoch,loss,accuracy,recall,precision,f1
0,0,0.62,0.65,[0.9  0.16],[0.66 0.23],[0.74 0.14]
1,1,0.5,0.76,[0.89 0.49],[0.79 0.69],[0.84 0.57]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.74],[0.86 0.65]
4,4,0.43,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
5,5,0.41,0.82,[0.91 0.63],[0.84 0.77],[0.87 0.69]
6,6,0.4,0.82,[0.91 0.65],[0.84 0.77],[0.87 0.71]
7,7,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.72]
8,8,0.37,0.84,[0.91 0.7 ],[0.86 0.8 ],[0.89 0.74]
9,9,0.35,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.76]
10,10,0.33,0.86,[0.92 0.75],[0.88 0.82],[0.9  0.78]
11,11,0.31,0.87,[0.93 0.77],[0.89 0.84],[0.91 0.8 ]
12,12,0.3,0.88,[0.93 0.78],[0.9  0.85],[0.91 0.81]
13,13,0.3,0.88,[0.93 0.78],[0.9  0.86],[0.91 0.81]
14,14,0.28,0.89,[0.94 0.8 ],[0.91 0.86],[0.92 0.83]
15,15,0.24,0.91,[0.95 0.83],[0.92 0.89],[0.93 0.86]
16,16,0.22,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.88]
17,17,0.19,0.93,[0.96 0.88],[0.94 0.91],[0.95 0.89]
18,18,0.18,0.94,[0.97 0.89],[0.95 0.93],[0.96 0.91]
19,19,0.18,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
20,20,0.17,0.94,[0.96 0.89],[0.95 0.93],[0.96 0.91]
21,21,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
22,22,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
