,epoch,loss,accuracy,recall,precision,f1
0,0,0.67,0.64,[0.93 0.07],[0.66 0.04],[0.75 0.04]
1,1,0.62,0.67,[1. 0.],[0.67 0.09],[0.8  0.01]
2,2,0.54,0.73,[0.94 0.3 ],[0.74 0.71],[0.82 0.39]
3,3,0.51,0.76,[0.9  0.46],[0.77 0.69],[0.83 0.54]
4,4,0.49,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
5,5,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.85 0.61]
6,6,0.47,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
7,7,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
8,8,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
9,9,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
10,10,0.44,0.8,[0.9  0.58],[0.81 0.74],[0.86 0.64]
11,11,0.44,0.8,[0.9  0.58],[0.82 0.75],[0.86 0.65]
12,12,0.44,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.65]
13,13,0.43,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.66]
14,14,0.43,0.8,[0.91 0.6 ],[0.82 0.75],[0.86 0.66]
15,15,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
16,16,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
17,17,0.42,0.81,[0.91 0.62],[0.83 0.76],[0.86 0.68]
18,18,0.42,0.81,[0.91 0.62],[0.83 0.76],[0.87 0.68]
19,19,0.41,0.81,[0.91 0.62],[0.83 0.76],[0.87 0.68]
20,20,0.41,0.81,[0.91 0.63],[0.83 0.77],[0.87 0.69]
21,21,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
22,22,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
23,23,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.7 ]
24,24,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
25,25,0.39,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
26,26,0.39,0.83,[0.91 0.66],[0.84 0.78],[0.87 0.71]
27,27,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.88 0.71]
