,epoch,loss,accuracy,recall,precision,f1
0,0,0.71,0.33,[0. 1.],[0.02 0.33],[0.   0.49]
1,1,0.69,0.48,[0.45 0.56],[0.65 0.36],[0.45 0.36]
2,2,0.68,0.67,[1.   0.01],[0.67 0.17],[0.8  0.02]
3,3,0.67,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
4,4,0.65,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
5,5,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
6,6,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
7,7,0.62,0.67,[1. 0.],[0.67 0.02],[0.8 0. ]
8,8,0.61,0.67,[1.   0.01],[0.67 0.29],[0.8  0.02]
9,9,0.59,0.68,[1.   0.04],[0.68 0.66],[0.81 0.07]
10,10,0.57,0.7,[0.98 0.13],[0.7  0.77],[0.81 0.22]
11,11,0.55,0.72,[0.95 0.24],[0.72 0.69],[0.82 0.35]
12,12,0.54,0.73,[0.94 0.31],[0.73 0.69],[0.82 0.42]
13,13,0.53,0.74,[0.93 0.35],[0.74 0.69],[0.82 0.45]
14,14,0.52,0.74,[0.92 0.38],[0.75 0.69],[0.83 0.48]
15,15,0.52,0.74,[0.91 0.4 ],[0.76 0.69],[0.83 0.5 ]
16,16,0.51,0.75,[0.91 0.42],[0.76 0.69],[0.83 0.51]
17,17,0.51,0.75,[0.91 0.43],[0.77 0.69],[0.83 0.53]
18,18,0.5,0.75,[0.91 0.44],[0.77 0.69],[0.83 0.53]
19,19,0.5,0.76,[0.91 0.46],[0.77 0.7 ],[0.83 0.55]
20,20,0.5,0.76,[0.91 0.47],[0.78 0.7 ],[0.84 0.55]
21,21,0.49,0.76,[0.9  0.48],[0.78 0.7 ],[0.84 0.56]
22,22,0.49,0.76,[0.9  0.48],[0.78 0.7 ],[0.84 0.57]
23,23,0.49,0.77,[0.9  0.49],[0.78 0.71],[0.84 0.57]
24,24,0.49,0.77,[0.9 0.5],[0.79 0.71],[0.84 0.58]
25,25,0.49,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
26,26,0.48,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
27,27,0.48,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
28,28,0.48,0.78,[0.9  0.51],[0.79 0.72],[0.84 0.59]
29,29,0.48,0.78,[0.9  0.52],[0.79 0.72],[0.84 0.6 ]
30,30,0.48,0.78,[0.9  0.52],[0.79 0.72],[0.84 0.6 ]
31,31,0.48,0.78,[0.9  0.52],[0.8  0.72],[0.85 0.6 ]
32,32,0.47,0.78,[0.9  0.52],[0.8  0.72],[0.85 0.6 ]
33,33,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.85 0.61]
34,34,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.85 0.61]
35,35,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.85 0.61]
36,36,0.47,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
37,37,0.47,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
38,38,0.47,0.79,[0.9  0.54],[0.8  0.73],[0.85 0.62]
39,39,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
40,40,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
41,41,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
42,42,0.46,0.79,[0.9  0.55],[0.81 0.73],[0.85 0.62]
43,43,0.46,0.79,[0.9  0.55],[0.81 0.73],[0.85 0.63]
44,44,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
45,45,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
46,46,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
47,47,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
48,48,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
49,49,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
50,50,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
51,51,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
52,52,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
53,53,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
54,54,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
55,55,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
56,56,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.86 0.64]
57,57,0.45,0.8,[0.9  0.57],[0.81 0.74],[0.86 0.64]
58,58,0.45,0.8,[0.9  0.57],[0.81 0.74],[0.86 0.64]
