,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.68,[0.96 0.1 ],[0.68 0.18],[0.79 0.11]
1,1,0.51,0.75,[0.86 0.52],[0.79 0.65],[0.82 0.56]
2,2,0.49,0.77,[0.87 0.56],[0.8  0.67],[0.83 0.6 ]
3,3,0.48,0.77,[0.87 0.57],[0.81 0.68],[0.84 0.61]
4,4,0.47,0.77,[0.88 0.56],[0.8  0.69],[0.84 0.61]
5,5,0.47,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.62]
6,6,0.46,0.78,[0.88 0.59],[0.81 0.69],[0.84 0.63]
7,7,0.46,0.79,[0.88 0.59],[0.82 0.71],[0.85 0.63]
8,8,0.45,0.79,[0.88 0.59],[0.82 0.71],[0.85 0.64]
9,9,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
10,10,0.44,0.8,[0.89 0.62],[0.83 0.72],[0.85 0.66]
11,11,0.44,0.8,[0.88 0.62],[0.83 0.72],[0.85 0.66]
12,12,0.43,0.8,[0.89 0.62],[0.83 0.73],[0.85 0.66]
13,13,0.43,0.8,[0.88 0.64],[0.84 0.73],[0.86 0.67]
14,14,0.43,0.81,[0.89 0.66],[0.84 0.74],[0.86 0.68]
15,15,0.42,0.81,[0.89 0.66],[0.84 0.74],[0.86 0.69]
16,16,0.42,0.82,[0.89 0.66],[0.85 0.75],[0.87 0.69]
17,17,0.41,0.82,[0.89 0.68],[0.85 0.76],[0.87 0.7 ]
18,18,0.41,0.82,[0.89 0.68],[0.85 0.75],[0.87 0.7 ]
19,19,0.4,0.83,[0.89 0.69],[0.85 0.76],[0.87 0.71]
20,20,0.4,0.83,[0.9  0.69],[0.86 0.77],[0.87 0.72]
21,21,0.39,0.83,[0.9 0.7],[0.86 0.77],[0.88 0.72]
22,22,0.39,0.84,[0.9  0.71],[0.86 0.77],[0.88 0.73]
23,23,0.39,0.84,[0.9 0.7],[0.86 0.77],[0.88 0.73]
