,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.9  0.34],[0.74 0.41],[0.81 0.35]
1,1,0.48,0.77,[0.88 0.55],[0.8 0.7],[0.83 0.59]
2,2,0.47,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.61]
3,3,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
4,4,0.44,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.65]
5,5,0.42,0.82,[0.91 0.63],[0.84 0.77],[0.87 0.68]
6,6,0.4,0.83,[0.91 0.66],[0.85 0.79],[0.87 0.7 ]
7,7,0.37,0.84,[0.92 0.69],[0.86 0.81],[0.89 0.73]
8,8,0.34,0.86,[0.93 0.72],[0.87 0.84],[0.9  0.76]
9,9,0.32,0.87,[0.94 0.74],[0.88 0.85],[0.9  0.78]
