,epoch,loss,accuracy,recall,precision,f1
0,0,0.54,0.74,[0.91 0.38],[0.76 0.54],[0.82 0.43]
1,1,0.46,0.78,[0.88 0.59],[0.82 0.71],[0.84 0.63]
2,2,0.44,0.8,[0.89 0.61],[0.82 0.72],[0.85 0.65]
3,3,0.42,0.8,[0.89 0.63],[0.83 0.74],[0.86 0.67]
4,4,0.4,0.81,[0.89 0.65],[0.84 0.75],[0.86 0.68]
5,5,0.38,0.83,[0.89 0.68],[0.85 0.76],[0.87 0.71]
6,6,0.34,0.85,[0.9  0.72],[0.87 0.79],[0.89 0.74]
7,7,0.31,0.86,[0.91 0.77],[0.89 0.8 ],[0.9  0.77]
8,8,0.29,0.88,[0.91 0.8 ],[0.9  0.82],[0.91 0.8 ]
9,9,0.27,0.89,[0.92 0.82],[0.92 0.84],[0.92 0.82]
10,10,0.24,0.9,[0.93 0.85],[0.93 0.86],[0.93 0.84]
11,11,0.2,0.92,[0.94 0.88],[0.94 0.88],[0.94 0.88]
12,12,0.16,0.94,[0.95 0.9 ],[0.96 0.91],[0.95 0.9 ]
13,13,0.14,0.95,[0.96 0.92],[0.96 0.92],[0.96 0.92]
14,14,0.12,0.96,[0.97 0.94],[0.97 0.93],[0.97 0.93]
15,15,0.11,0.96,[0.97 0.93],[0.97 0.94],[0.97 0.94]
16,16,0.09,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
17,17,0.09,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
18,18,0.07,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.96]
19,19,0.07,0.98,[0.98 0.96],[0.98 0.97],[0.98 0.96]
20,20,0.06,0.98,[0.99 0.97],[0.98 0.97],[0.98 0.97]
21,21,0.06,0.98,[0.99 0.97],[0.98 0.97],[0.99 0.97]
