,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.68,[0.99 0.04],[0.68 0.12],[0.81 0.05]
1,1,0.51,0.75,[0.87 0.52],[0.79 0.66],[0.82 0.57]
2,2,0.48,0.77,[0.88 0.56],[0.8  0.69],[0.84 0.61]
3,3,0.47,0.77,[0.88 0.57],[0.81 0.69],[0.84 0.62]
4,4,0.46,0.78,[0.89 0.58],[0.81 0.72],[0.84 0.63]
5,5,0.46,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.64]
6,6,0.45,0.79,[0.88 0.59],[0.82 0.71],[0.85 0.64]
7,7,0.45,0.79,[0.89 0.6 ],[0.82 0.72],[0.85 0.65]
8,8,0.44,0.8,[0.89 0.62],[0.83 0.74],[0.86 0.67]
9,9,0.43,0.8,[0.89 0.62],[0.83 0.74],[0.86 0.67]
10,10,0.42,0.81,[0.9  0.64],[0.83 0.76],[0.86 0.68]
11,11,0.41,0.82,[0.9  0.64],[0.84 0.76],[0.87 0.69]
12,12,0.4,0.82,[0.9  0.66],[0.84 0.77],[0.87 0.7 ]
13,13,0.4,0.83,[0.9  0.67],[0.85 0.77],[0.87 0.71]
14,14,0.39,0.83,[0.91 0.68],[0.85 0.79],[0.88 0.73]
15,15,0.38,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.73]
16,16,0.37,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.74]
17,17,0.37,0.85,[0.92 0.71],[0.87 0.8 ],[0.89 0.75]
18,18,0.36,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.76]
19,19,0.35,0.86,[0.92 0.72],[0.87 0.82],[0.9  0.77]
20,20,0.34,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
21,21,0.34,0.86,[0.92 0.75],[0.88 0.82],[0.9  0.78]
22,22,0.33,0.87,[0.92 0.75],[0.88 0.83],[0.9  0.78]
