,epoch,loss,accuracy,recall,precision,f1
0,0,0.52,0.75,[0.91 0.42],[0.77 0.58],[0.83 0.47]
1,1,0.45,0.79,[0.89 0.57],[0.81 0.73],[0.85 0.63]
2,2,0.43,0.8,[0.9  0.61],[0.83 0.76],[0.86 0.66]
3,3,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
4,4,0.38,0.83,[0.91 0.68],[0.85 0.79],[0.88 0.72]
5,5,0.34,0.86,[0.92 0.73],[0.87 0.82],[0.89 0.76]
6,6,0.29,0.88,[0.93 0.77],[0.89 0.85],[0.91 0.8 ]
7,7,0.26,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.83]
8,8,0.21,0.92,[0.96 0.86],[0.93 0.91],[0.94 0.88]
9,9,0.17,0.94,[0.96 0.89],[0.95 0.93],[0.96 0.9 ]
10,10,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
11,11,0.13,0.96,[0.98 0.92],[0.96 0.95],[0.97 0.93]
12,12,0.1,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
13,13,0.07,0.98,[0.99 0.96],[0.98 0.98],[0.99 0.97]
14,14,0.06,0.99,[0.99 0.97],[0.99 0.98],[0.99 0.98]
15,15,0.04,0.99,[1.   0.98],[0.99 0.99],[0.99 0.98]
16,16,0.05,0.99,[1.   0.98],[0.99 0.99],[0.99 0.98]
17,17,0.04,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.99]
18,18,0.03,0.99,[1.   0.98],[0.99 0.99],[0.99 0.99]
19,19,0.03,0.99,[1.   0.99],[0.99 0.99],[0.99 0.99]
20,20,0.04,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.99]
21,21,0.04,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
