,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.67,[1. 0.],[0.67 0.01],[0.8 0. ]
1,1,0.58,0.7,[0.97 0.13],[0.7  0.51],[0.81 0.2 ]
2,2,0.54,0.73,[0.94 0.32],[0.74 0.69],[0.82 0.42]
3,3,0.52,0.75,[0.92 0.4 ],[0.76 0.7 ],[0.83 0.5 ]
4,4,0.51,0.76,[0.91 0.44],[0.77 0.71],[0.83 0.53]
5,5,0.51,0.76,[0.91 0.45],[0.77 0.7 ],[0.83 0.54]
6,6,0.5,0.76,[0.91 0.46],[0.78 0.7 ],[0.84 0.55]
7,7,0.5,0.77,[0.91 0.47],[0.78 0.71],[0.84 0.55]
8,8,0.5,0.77,[0.91 0.47],[0.78 0.71],[0.84 0.56]
9,9,0.5,0.77,[0.91 0.48],[0.78 0.71],[0.84 0.56]
