,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.91 0.31],[0.74 0.4 ],[0.81 0.33]
1,1,0.48,0.77,[0.88 0.54],[0.8  0.69],[0.83 0.58]
2,2,0.47,0.78,[0.89 0.55],[0.8 0.7],[0.84 0.6 ]
3,3,0.46,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.61]
4,4,0.45,0.79,[0.89 0.57],[0.81 0.72],[0.85 0.62]
5,5,0.45,0.79,[0.9  0.59],[0.82 0.73],[0.85 0.63]
6,6,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.65]
7,7,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.67]
8,8,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
9,9,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.7 ]
10,10,0.37,0.84,[0.91 0.69],[0.86 0.8 ],[0.88 0.73]
11,11,0.35,0.86,[0.92 0.72],[0.87 0.82],[0.89 0.75]
12,12,0.33,0.87,[0.93 0.74],[0.88 0.84],[0.9  0.78]
13,13,0.31,0.88,[0.93 0.77],[0.89 0.85],[0.91 0.8 ]
14,14,0.29,0.89,[0.94 0.79],[0.9  0.87],[0.92 0.82]
15,15,0.27,0.9,[0.94 0.8 ],[0.91 0.87],[0.92 0.83]
16,16,0.26,0.9,[0.94 0.81],[0.91 0.88],[0.93 0.83]
17,17,0.24,0.91,[0.95 0.83],[0.92 0.89],[0.93 0.85]
