,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.92 0.31],[0.74 0.39],[0.81 0.33]
1,1,0.48,0.77,[0.88 0.54],[0.8  0.69],[0.83 0.58]
2,2,0.47,0.78,[0.88 0.56],[0.8 0.7],[0.84 0.6 ]
3,3,0.46,0.78,[0.89 0.57],[0.81 0.71],[0.84 0.61]
4,4,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
5,5,0.44,0.8,[0.89 0.61],[0.82 0.73],[0.85 0.65]
6,6,0.43,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.66]
7,7,0.42,0.81,[0.89 0.65],[0.84 0.75],[0.86 0.68]
8,8,0.4,0.82,[0.89 0.68],[0.85 0.75],[0.87 0.7 ]
9,9,0.38,0.83,[0.89 0.71],[0.86 0.77],[0.87 0.72]
10,10,0.36,0.84,[0.9  0.73],[0.87 0.78],[0.88 0.74]
11,11,0.34,0.86,[0.9  0.76],[0.89 0.8 ],[0.89 0.77]
