,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.71,[0.93 0.27],[0.72 0.45],[0.8  0.31]
1,1,0.48,0.77,[0.9  0.52],[0.79 0.72],[0.84 0.59]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.74],[0.86 0.65]
4,4,0.43,0.81,[0.9  0.61],[0.83 0.75],[0.86 0.66]
5,5,0.41,0.81,[0.9  0.62],[0.83 0.76],[0.87 0.68]
6,6,0.4,0.82,[0.91 0.65],[0.84 0.77],[0.87 0.7 ]
7,7,0.38,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.71]
8,8,0.36,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.73]
9,9,0.34,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.75]
10,10,0.32,0.87,[0.92 0.75],[0.88 0.82],[0.9  0.78]
11,11,0.3,0.88,[0.92 0.78],[0.9  0.83],[0.91 0.8 ]
12,12,0.28,0.89,[0.93 0.8 ],[0.91 0.85],[0.92 0.81]
13,13,0.26,0.9,[0.93 0.81],[0.91 0.86],[0.92 0.83]
14,14,0.25,0.9,[0.94 0.83],[0.92 0.87],[0.93 0.84]
15,15,0.22,0.91,[0.95 0.84],[0.93 0.89],[0.94 0.86]
16,16,0.22,0.92,[0.95 0.86],[0.93 0.89],[0.94 0.87]
17,17,0.2,0.93,[0.96 0.87],[0.94 0.91],[0.95 0.89]
18,18,0.18,0.94,[0.96 0.89],[0.95 0.91],[0.95 0.9 ]
19,19,0.15,0.95,[0.97 0.91],[0.96 0.93],[0.96 0.92]
20,20,0.14,0.95,[0.97 0.92],[0.96 0.94],[0.97 0.93]
21,21,0.13,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
22,22,0.13,0.96,[0.97 0.93],[0.97 0.95],[0.97 0.94]
