,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.94 0.29],[0.74 0.48],[0.82 0.34]
1,1,0.48,0.78,[0.9  0.53],[0.8  0.73],[0.84 0.6 ]
2,2,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
4,4,0.42,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
5,5,0.41,0.82,[0.9  0.63],[0.84 0.76],[0.87 0.68]
6,6,0.39,0.82,[0.91 0.66],[0.85 0.77],[0.87 0.7 ]
7,7,0.37,0.83,[0.91 0.68],[0.85 0.78],[0.88 0.72]
8,8,0.35,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.74]
9,9,0.33,0.86,[0.92 0.74],[0.88 0.81],[0.9  0.77]
10,10,0.32,0.87,[0.92 0.76],[0.89 0.82],[0.9  0.78]
11,11,0.29,0.88,[0.93 0.79],[0.9  0.84],[0.91 0.81]
12,12,0.27,0.89,[0.93 0.81],[0.91 0.85],[0.92 0.82]
13,13,0.26,0.9,[0.94 0.82],[0.91 0.86],[0.92 0.83]
14,14,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.85]
15,15,0.21,0.92,[0.95 0.86],[0.94 0.9 ],[0.94 0.87]
16,16,0.19,0.93,[0.96 0.88],[0.94 0.91],[0.95 0.89]
17,17,0.16,0.95,[0.97 0.91],[0.96 0.93],[0.96 0.91]
18,18,0.14,0.95,[0.97 0.92],[0.96 0.94],[0.97 0.93]
19,19,0.14,0.95,[0.97 0.92],[0.96 0.94],[0.97 0.93]
20,20,0.12,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
21,21,0.11,0.96,[0.98 0.94],[0.97 0.95],[0.97 0.94]
