,epoch,loss,accuracy,recall,precision,f1
0,0,0.66,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.61,0.69,[1.   0.06],[0.69 0.57],[0.81 0.1 ]
3,3,0.54,0.73,[0.94 0.3 ],[0.74 0.72],[0.83 0.41]
4,4,0.51,0.76,[0.92 0.43],[0.77 0.7 ],[0.83 0.52]
5,5,0.5,0.76,[0.91 0.46],[0.78 0.7 ],[0.84 0.55]
6,6,0.49,0.77,[0.91 0.49],[0.79 0.71],[0.84 0.58]
7,7,0.48,0.77,[0.9  0.51],[0.79 0.72],[0.84 0.59]
8,8,0.48,0.78,[0.9  0.52],[0.79 0.72],[0.84 0.6 ]
9,9,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.85 0.6 ]
10,10,0.47,0.78,[0.9  0.53],[0.8  0.73],[0.85 0.61]
11,11,0.46,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.62]
12,12,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
13,13,0.46,0.79,[0.9  0.55],[0.8  0.74],[0.85 0.62]
14,14,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
15,15,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
16,16,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.64]
17,17,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
18,18,0.44,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
19,19,0.44,0.8,[0.91 0.58],[0.81 0.75],[0.86 0.65]
20,20,0.44,0.8,[0.9  0.58],[0.81 0.75],[0.86 0.65]
21,21,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
22,22,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
23,23,0.43,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.66]
24,24,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.66]
25,25,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
26,26,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
27,27,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
28,28,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
29,29,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
30,30,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
31,31,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.87 0.68]
32,32,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.87 0.68]
33,33,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
34,34,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
35,35,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
