,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.69,[0.97 0.14],[0.7  0.34],[0.81 0.18]
1,1,0.49,0.77,[0.88 0.54],[0.8  0.69],[0.84 0.59]
2,2,0.45,0.79,[0.89 0.59],[0.82 0.72],[0.85 0.64]
3,3,0.44,0.8,[0.89 0.61],[0.83 0.73],[0.86 0.66]
4,4,0.42,0.81,[0.89 0.63],[0.83 0.75],[0.86 0.68]
5,5,0.41,0.82,[0.9  0.66],[0.84 0.76],[0.87 0.7 ]
6,6,0.39,0.83,[0.9  0.69],[0.86 0.78],[0.88 0.73]
7,7,0.37,0.85,[0.91 0.72],[0.87 0.79],[0.89 0.75]
8,8,0.34,0.86,[0.91 0.76],[0.89 0.81],[0.9  0.78]
9,9,0.32,0.87,[0.92 0.78],[0.9  0.83],[0.91 0.8 ]
10,10,0.31,0.88,[0.92 0.8 ],[0.91 0.83],[0.91 0.81]
11,11,0.28,0.89,[0.92 0.83],[0.92 0.84],[0.92 0.83]
12,12,0.26,0.9,[0.93 0.85],[0.93 0.86],[0.93 0.85]
13,13,0.24,0.91,[0.93 0.86],[0.93 0.87],[0.93 0.86]
14,14,0.23,0.92,[0.94 0.88],[0.94 0.88],[0.94 0.87]
15,15,0.2,0.93,[0.95 0.89],[0.95 0.9 ],[0.95 0.89]
16,16,0.17,0.94,[0.96 0.91],[0.96 0.92],[0.96 0.91]
17,17,0.14,0.95,[0.97 0.93],[0.96 0.93],[0.96 0.92]
18,18,0.13,0.96,[0.97 0.93],[0.97 0.94],[0.97 0.93]
19,19,0.11,0.96,[0.97 0.95],[0.97 0.95],[0.97 0.94]
20,20,0.1,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
21,21,0.1,0.97,[0.98 0.95],[0.98 0.96],[0.98 0.95]
