,epoch,loss,accuracy,recall,precision,f1
0,0,0.66,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.62,0.67,[1. 0.],[0.67 0.01],[0.8 0. ]
2,2,0.56,0.71,[0.96 0.2 ],[0.71 0.61],[0.81 0.28]
3,3,0.52,0.75,[0.9  0.42],[0.76 0.68],[0.83 0.51]
4,4,0.5,0.76,[0.9  0.48],[0.78 0.7 ],[0.84 0.56]
5,5,0.48,0.77,[0.9  0.51],[0.79 0.72],[0.84 0.59]
6,6,0.48,0.78,[0.9  0.52],[0.8  0.72],[0.85 0.6 ]
7,7,0.47,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
8,8,0.46,0.79,[0.9  0.54],[0.8  0.73],[0.85 0.62]
9,9,0.46,0.79,[0.91 0.55],[0.81 0.74],[0.85 0.63]
10,10,0.45,0.79,[0.91 0.56],[0.81 0.74],[0.85 0.63]
11,11,0.45,0.79,[0.91 0.56],[0.81 0.75],[0.85 0.64]
12,12,0.45,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
13,13,0.44,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
14,14,0.44,0.8,[0.91 0.58],[0.81 0.75],[0.86 0.65]
15,15,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
16,16,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.65]
17,17,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.66]
18,18,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.66]
19,19,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
20,20,0.42,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
21,21,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
22,22,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
23,23,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
24,24,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
25,25,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
26,26,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.69]
27,27,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
28,28,0.4,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
29,29,0.4,0.82,[0.91 0.63],[0.84 0.78],[0.87 0.69]
30,30,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
31,31,0.39,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
