,epoch,loss,accuracy,recall,precision,f1
0,0,0.67,0.58,[0.76 0.22],[0.56 0.09],[0.63 0.12]
1,1,0.59,0.69,[0.99 0.08],[0.69 0.32],[0.81 0.12]
2,2,0.52,0.74,[0.92 0.38],[0.75 0.69],[0.83 0.48]
3,3,0.5,0.76,[0.9  0.46],[0.78 0.7 ],[0.83 0.55]
4,4,0.49,0.77,[0.9 0.5],[0.79 0.71],[0.84 0.57]
5,5,0.48,0.78,[0.9  0.51],[0.79 0.72],[0.84 0.59]
6,6,0.47,0.78,[0.91 0.53],[0.8  0.73],[0.85 0.61]
7,7,0.46,0.79,[0.91 0.54],[0.8  0.74],[0.85 0.62]
8,8,0.46,0.79,[0.91 0.55],[0.81 0.74],[0.85 0.63]
9,9,0.45,0.79,[0.91 0.56],[0.81 0.75],[0.85 0.63]
10,10,0.45,0.8,[0.91 0.56],[0.81 0.75],[0.86 0.64]
11,11,0.45,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
12,12,0.44,0.8,[0.91 0.57],[0.81 0.76],[0.86 0.64]
13,13,0.44,0.8,[0.91 0.58],[0.82 0.76],[0.86 0.65]
14,14,0.44,0.8,[0.91 0.58],[0.82 0.76],[0.86 0.65]
15,15,0.43,0.81,[0.91 0.59],[0.82 0.76],[0.86 0.66]
16,16,0.43,0.81,[0.91 0.59],[0.82 0.76],[0.86 0.66]
17,17,0.43,0.81,[0.91 0.59],[0.82 0.76],[0.86 0.66]
18,18,0.43,0.81,[0.91 0.59],[0.82 0.76],[0.86 0.66]
19,19,0.42,0.81,[0.91 0.6 ],[0.82 0.77],[0.86 0.67]
20,20,0.42,0.81,[0.91 0.6 ],[0.83 0.77],[0.86 0.67]
21,21,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.67]
22,22,0.41,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
23,23,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.68]
24,24,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.68]
25,25,0.41,0.82,[0.91 0.63],[0.83 0.78],[0.87 0.69]
26,26,0.4,0.82,[0.91 0.63],[0.83 0.78],[0.87 0.69]
27,27,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
