,epoch,loss,accuracy,recall,precision,f1
0,0,0.61,0.68,[0.99 0.04],[0.68 0.14],[0.8  0.06]
1,1,0.52,0.74,[0.88 0.47],[0.77 0.65],[0.82 0.53]
2,2,0.5,0.76,[0.87 0.55],[0.8  0.67],[0.83 0.59]
3,3,0.49,0.77,[0.87 0.57],[0.81 0.67],[0.83 0.6 ]
4,4,0.48,0.77,[0.87 0.57],[0.81 0.68],[0.84 0.61]
5,5,0.47,0.78,[0.88 0.56],[0.81 0.7 ],[0.84 0.61]
6,6,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.61]
7,7,0.47,0.78,[0.89 0.57],[0.81 0.71],[0.84 0.62]
8,8,0.46,0.78,[0.89 0.57],[0.81 0.71],[0.84 0.62]
9,9,0.46,0.79,[0.89 0.57],[0.81 0.71],[0.85 0.62]
