,epoch,loss,accuracy,recall,precision,f1
0,0,0.65,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.62,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.57,0.69,[0.98 0.1 ],[0.69 0.41],[0.81 0.14]
3,3,0.53,0.73,[0.9 0.4],[0.75 0.65],[0.82 0.48]
4,4,0.51,0.75,[0.87 0.5 ],[0.78 0.66],[0.82 0.56]
5,5,0.5,0.76,[0.87 0.52],[0.79 0.66],[0.83 0.58]
6,6,0.49,0.76,[0.87 0.55],[0.8  0.67],[0.83 0.6 ]
7,7,0.49,0.77,[0.87 0.56],[0.8  0.68],[0.83 0.61]
8,8,0.48,0.77,[0.87 0.57],[0.8  0.68],[0.83 0.61]
9,9,0.48,0.77,[0.87 0.58],[0.81 0.68],[0.84 0.62]
10,10,0.47,0.78,[0.87 0.58],[0.81 0.69],[0.84 0.63]
11,11,0.47,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.62]
12,12,0.47,0.78,[0.88 0.59],[0.81 0.7 ],[0.84 0.63]
13,13,0.47,0.78,[0.87 0.59],[0.81 0.7 ],[0.84 0.63]
14,14,0.46,0.78,[0.88 0.59],[0.82 0.7 ],[0.85 0.64]
15,15,0.46,0.79,[0.88 0.6 ],[0.82 0.7 ],[0.85 0.64]
16,16,0.46,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.65]
17,17,0.45,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.65]
18,18,0.46,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.65]
19,19,0.45,0.8,[0.88 0.62],[0.83 0.72],[0.85 0.66]
20,20,0.45,0.79,[0.88 0.61],[0.82 0.72],[0.85 0.65]
21,21,0.44,0.8,[0.89 0.62],[0.83 0.72],[0.85 0.66]
22,22,0.44,0.8,[0.89 0.62],[0.83 0.72],[0.86 0.66]
23,23,0.44,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.67]
24,24,0.44,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.67]
25,25,0.44,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.68]
26,26,0.43,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.67]
27,27,0.43,0.81,[0.89 0.64],[0.83 0.74],[0.86 0.68]
28,28,0.43,0.81,[0.89 0.64],[0.83 0.73],[0.86 0.68]
29,29,0.43,0.81,[0.89 0.65],[0.84 0.74],[0.86 0.68]
