,epoch,loss,accuracy,recall,precision,f1
0,0,35.22,0.47,[0.62 0.41],[0.47 0.14],[0.48 0.21]
1,1,20.93,0.61,[0.74 0.25],[0.55 0.06],[0.63 0.1 ]
2,2,29.4,0.37,[0.48 0.5 ],[0.5  0.13],[0.32 0.2 ]
3,3,13.4,0.74,[1. 0.],[0.74 0.  ],[0.85 0.  ]
4,4,18.92,0.22,[0.19 0.49],[0.3  0.14],[0.18 0.19]
5,5,21.62,0.74,[1. 0.],[0.74 0.  ],[0.85 0.  ]
6,6,30.14,0.69,[1. 0.],[0.69 0.  ],[0.81 0.  ]
7,7,12.59,0.52,[0.49 0.5 ],[0.54 0.26],[0.45 0.29]
8,8,5.16,0.68,[0.63 0.64],[0.9  0.41],[0.65 0.48]
9,9,16.78,0.74,[1. 0.],[0.74 0.  ],[0.85 0.  ]
