,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.72,[0.94 0.28],[0.73 0.47],[0.82 0.32]
1,1,0.47,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
2,2,0.44,0.8,[0.9  0.58],[0.82 0.75],[0.86 0.65]
3,3,0.43,0.81,[0.9  0.61],[0.82 0.75],[0.86 0.67]
4,4,0.41,0.81,[0.9  0.63],[0.83 0.76],[0.87 0.68]
5,5,0.39,0.82,[0.9  0.66],[0.84 0.77],[0.87 0.7 ]
6,6,0.37,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.73]
7,7,0.34,0.85,[0.91 0.72],[0.87 0.81],[0.89 0.76]
8,8,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
9,9,0.29,0.88,[0.93 0.79],[0.9  0.85],[0.91 0.81]
10,10,0.27,0.89,[0.94 0.81],[0.91 0.86],[0.92 0.83]
11,11,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.85]
12,12,0.22,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.88]
13,13,0.21,0.92,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
14,14,0.21,0.92,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
15,15,0.17,0.94,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
16,16,0.13,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
17,17,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
18,18,0.1,0.97,[0.98 0.95],[0.98 0.97],[0.98 0.96]
19,19,0.08,0.98,[0.99 0.96],[0.98 0.97],[0.98 0.97]
20,20,0.07,0.98,[0.99 0.97],[0.98 0.98],[0.99 0.97]
21,21,0.07,0.98,[0.99 0.97],[0.99 0.98],[0.99 0.98]
22,22,0.08,0.98,[0.99 0.97],[0.98 0.98],[0.99 0.97]
