,epoch,loss,accuracy,recall,precision,f1
0,0,0.68,0.66,[0.97 0.03],[0.67 0.05],[0.79 0.03]
1,1,0.65,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
3,3,0.62,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
4,4,0.59,0.68,[1.   0.03],[0.68 0.47],[0.81 0.05]
5,5,0.55,0.72,[0.95 0.26],[0.72 0.7 ],[0.82 0.36]
6,6,0.53,0.73,[0.92 0.36],[0.75 0.67],[0.82 0.46]
7,7,0.52,0.74,[0.91 0.41],[0.76 0.68],[0.83 0.51]
8,8,0.51,0.75,[0.9  0.44],[0.77 0.68],[0.83 0.53]
9,9,0.5,0.76,[0.9  0.46],[0.78 0.68],[0.83 0.55]
10,10,0.49,0.76,[0.9  0.48],[0.78 0.69],[0.83 0.56]
11,11,0.49,0.77,[0.9  0.49],[0.79 0.7 ],[0.84 0.57]
12,12,0.48,0.77,[0.9 0.5],[0.79 0.7 ],[0.84 0.58]
13,13,0.48,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
14,14,0.48,0.77,[0.9  0.52],[0.79 0.71],[0.84 0.59]
15,15,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.84 0.6 ]
16,16,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.84 0.61]
17,17,0.47,0.78,[0.9  0.54],[0.8  0.72],[0.85 0.61]
18,18,0.46,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
19,19,0.46,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.62]
20,20,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
21,21,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
22,22,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
23,23,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
24,24,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
25,25,0.45,0.79,[0.91 0.56],[0.81 0.74],[0.85 0.63]
26,26,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
27,27,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
28,28,0.45,0.79,[0.91 0.57],[0.81 0.74],[0.85 0.64]
29,29,0.45,0.79,[0.91 0.57],[0.81 0.75],[0.86 0.64]
30,30,0.45,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
31,31,0.44,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
32,32,0.44,0.8,[0.91 0.57],[0.81 0.75],[0.86 0.64]
33,33,0.44,0.8,[0.91 0.58],[0.81 0.75],[0.86 0.65]
34,34,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
35,35,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
36,36,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
37,37,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.65]
38,38,0.44,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.65]
39,39,0.43,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.66]
40,40,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.66]
41,41,0.43,0.8,[0.91 0.59],[0.82 0.76],[0.86 0.66]
42,42,0.43,0.8,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
43,43,0.43,0.8,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
44,44,0.43,0.8,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
45,45,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
46,46,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
47,47,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
48,48,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
49,49,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
50,50,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
51,51,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.67]
52,52,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.67]
53,53,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
54,54,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
55,55,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
56,56,0.42,0.81,[0.91 0.61],[0.83 0.77],[0.87 0.68]
57,57,0.42,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
58,58,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
59,59,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.68]
60,60,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.68]
61,61,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.69]
62,62,0.41,0.82,[0.91 0.62],[0.83 0.77],[0.87 0.69]
63,63,0.41,0.82,[0.91 0.63],[0.83 0.78],[0.87 0.69]
