,epoch,loss,accuracy,recall,precision,f1
0,0,0.55,0.73,[0.92 0.34],[0.75 0.53],[0.82 0.39]
1,1,0.47,0.78,[0.9  0.55],[0.8  0.73],[0.84 0.61]
2,2,0.44,0.79,[0.9  0.58],[0.82 0.74],[0.85 0.64]
3,3,0.43,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.66]
4,4,0.41,0.81,[0.91 0.63],[0.83 0.77],[0.87 0.68]
5,5,0.39,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
6,6,0.37,0.83,[0.91 0.68],[0.85 0.79],[0.88 0.72]
7,7,0.34,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.75]
8,8,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.78]
9,9,0.28,0.89,[0.93 0.8 ],[0.91 0.85],[0.92 0.82]
10,10,0.25,0.91,[0.94 0.83],[0.92 0.87],[0.93 0.85]
11,11,0.21,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
12,12,0.19,0.93,[0.96 0.89],[0.95 0.91],[0.95 0.89]
13,13,0.17,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
14,14,0.16,0.95,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
15,15,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
16,16,0.14,0.95,[0.97 0.92],[0.96 0.94],[0.96 0.92]
17,17,0.12,0.97,[0.98 0.94],[0.97 0.96],[0.97 0.94]
18,18,0.09,0.98,[0.99 0.96],[0.98 0.97],[0.98 0.96]
19,19,0.07,0.98,[0.99 0.97],[0.98 0.98],[0.99 0.97]
20,20,0.06,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
21,21,0.05,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
