,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.71,[0.92 0.31],[0.73 0.5 ],[0.81 0.35]
1,1,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.84 0.6 ]
2,2,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.63]
3,3,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
4,4,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.67]
5,5,0.4,0.82,[0.9  0.64],[0.84 0.77],[0.87 0.69]
6,6,0.38,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.71]
7,7,0.36,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.74]
8,8,0.34,0.85,[0.92 0.73],[0.87 0.81],[0.89 0.76]
9,9,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
10,10,0.28,0.89,[0.93 0.8 ],[0.91 0.85],[0.92 0.82]
11,11,0.25,0.9,[0.94 0.82],[0.92 0.87],[0.93 0.84]
12,12,0.23,0.91,[0.94 0.85],[0.93 0.88],[0.93 0.86]
13,13,0.22,0.92,[0.95 0.85],[0.93 0.89],[0.94 0.87]
14,14,0.21,0.92,[0.95 0.86],[0.94 0.9 ],[0.94 0.88]
15,15,0.18,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
16,16,0.16,0.95,[0.97 0.91],[0.96 0.93],[0.96 0.92]
17,17,0.14,0.96,[0.97 0.92],[0.96 0.94],[0.97 0.93]
18,18,0.12,0.96,[0.98 0.93],[0.97 0.96],[0.97 0.94]
19,19,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.97 0.95]
20,20,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.97 0.94]
21,21,0.09,0.97,[0.98 0.95],[0.98 0.97],[0.98 0.96]
