,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.62,0.67,[0.97 0.06],[0.68 0.11],[0.79 0.06]
3,3,0.59,0.68,[0.9  0.22],[0.71 0.39],[0.78 0.21]
4,4,0.59,0.7,[0.95 0.18],[0.71 0.3 ],[0.8 0.2]
5,5,0.63,0.67,[1. 0.],[0.67 0.09],[0.8  0.01]
6,6,0.63,0.67,[1. 0.],[0.67 0.09],[0.8  0.01]
7,7,0.63,0.67,[1. 0.],[0.67 0.09],[0.8  0.01]
8,8,0.61,0.7,[0.99 0.12],[0.7  0.72],[0.82 0.2 ]
9,9,0.63,0.68,[0.99 0.04],[0.68 0.25],[0.81 0.07]
10,10,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
11,11,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
12,12,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
13,13,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
14,14,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
15,15,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
16,16,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
17,17,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
18,18,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
19,19,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
20,20,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
21,21,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
22,22,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
23,23,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
