,epoch,loss,accuracy,recall,precision,f1
0,0,0.65,0.63,[0.89 0.11],[0.6  0.03],[0.72 0.05]
1,1,0.56,0.7,[0.96 0.17],[0.71 0.43],[0.81 0.22]
2,2,0.51,0.75,[0.87 0.51],[0.79 0.65],[0.82 0.57]
3,3,0.49,0.76,[0.87 0.55],[0.8  0.67],[0.83 0.6 ]
4,4,0.48,0.77,[0.87 0.56],[0.8  0.68],[0.84 0.61]
5,5,0.48,0.77,[0.88 0.56],[0.8  0.69],[0.84 0.61]
6,6,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
7,7,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
8,8,0.46,0.78,[0.89 0.58],[0.81 0.71],[0.85 0.63]
9,9,0.46,0.79,[0.89 0.58],[0.81 0.71],[0.85 0.64]
10,10,0.45,0.79,[0.89 0.59],[0.82 0.71],[0.85 0.64]
11,11,0.45,0.79,[0.89 0.59],[0.82 0.72],[0.85 0.65]
12,12,0.45,0.8,[0.89 0.61],[0.82 0.72],[0.85 0.65]
13,13,0.44,0.8,[0.89 0.61],[0.82 0.72],[0.85 0.65]
14,14,0.44,0.8,[0.89 0.61],[0.83 0.73],[0.86 0.66]
15,15,0.44,0.8,[0.89 0.62],[0.83 0.74],[0.86 0.67]
16,16,0.43,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.67]
17,17,0.43,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.68]
18,18,0.42,0.81,[0.9  0.64],[0.84 0.75],[0.87 0.69]
19,19,0.42,0.82,[0.9  0.65],[0.84 0.75],[0.87 0.69]
20,20,0.41,0.82,[0.9  0.65],[0.84 0.75],[0.87 0.69]
21,21,0.41,0.82,[0.9  0.67],[0.85 0.76],[0.87 0.71]
22,22,0.4,0.83,[0.9  0.67],[0.85 0.77],[0.87 0.71]
23,23,0.4,0.83,[0.9  0.68],[0.85 0.77],[0.87 0.72]
24,24,0.39,0.83,[0.9  0.69],[0.86 0.78],[0.88 0.73]
25,25,0.39,0.84,[0.9 0.7],[0.86 0.78],[0.88 0.73]
