,epoch,loss,accuracy,recall,precision,f1
0,0,0.54,0.73,[0.88 0.44],[0.77 0.5 ],[0.81 0.44]
1,1,0.48,0.77,[0.89 0.53],[0.8 0.7],[0.84 0.58]
2,2,0.47,0.78,[0.89 0.56],[0.81 0.72],[0.84 0.61]
3,3,0.46,0.79,[0.89 0.58],[0.82 0.73],[0.85 0.63]
4,4,0.44,0.8,[0.9 0.6],[0.82 0.74],[0.85 0.64]
5,5,0.43,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.67]
6,6,0.41,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
7,7,0.4,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.71]
8,8,0.38,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.72]
9,9,0.37,0.85,[0.92 0.71],[0.87 0.81],[0.89 0.75]
