,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.66,[0.96 0.06],[0.65 0.05],[0.77 0.04]
1,1,0.51,0.76,[0.86 0.55],[0.8  0.66],[0.82 0.58]
2,2,0.49,0.77,[0.86 0.58],[0.81 0.67],[0.83 0.6 ]
3,3,0.48,0.77,[0.87 0.58],[0.81 0.68],[0.83 0.61]
4,4,0.47,0.78,[0.88 0.57],[0.81 0.69],[0.84 0.61]
5,5,0.47,0.78,[0.88 0.58],[0.81 0.69],[0.84 0.61]
6,6,0.46,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.62]
7,7,0.46,0.79,[0.89 0.58],[0.81 0.71],[0.84 0.62]
8,8,0.46,0.79,[0.89 0.59],[0.82 0.71],[0.85 0.63]
9,9,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
