,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.7,[0.92 0.26],[0.71 0.4 ],[0.8 0.3]
1,1,0.47,0.78,[0.88 0.57],[0.81 0.71],[0.84 0.62]
2,2,0.45,0.8,[0.89 0.6 ],[0.82 0.74],[0.85 0.65]
3,3,0.43,0.8,[0.9  0.61],[0.83 0.75],[0.86 0.67]
4,4,0.41,0.81,[0.9  0.63],[0.83 0.76],[0.86 0.68]
5,5,0.4,0.82,[0.9  0.66],[0.85 0.77],[0.87 0.7 ]
6,6,0.37,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.73]
7,7,0.35,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.75]
8,8,0.32,0.86,[0.91 0.76],[0.89 0.82],[0.9  0.78]
9,9,0.28,0.89,[0.92 0.81],[0.91 0.84],[0.91 0.82]
10,10,0.24,0.9,[0.93 0.84],[0.92 0.86],[0.93 0.85]
11,11,0.22,0.92,[0.94 0.87],[0.94 0.88],[0.94 0.87]
12,12,0.2,0.93,[0.95 0.88],[0.94 0.89],[0.94 0.88]
13,13,0.18,0.93,[0.95 0.9 ],[0.95 0.9 ],[0.95 0.9 ]
14,14,0.16,0.94,[0.96 0.9 ],[0.95 0.91],[0.96 0.91]
15,15,0.13,0.95,[0.97 0.93],[0.96 0.93],[0.96 0.93]
16,16,0.12,0.96,[0.97 0.93],[0.97 0.93],[0.97 0.93]
17,17,0.11,0.96,[0.97 0.94],[0.97 0.95],[0.97 0.94]
18,18,0.1,0.96,[0.97 0.95],[0.97 0.95],[0.97 0.95]
19,19,0.1,0.97,[0.98 0.94],[0.97 0.95],[0.97 0.95]
20,20,0.09,0.97,[0.98 0.95],[0.97 0.96],[0.98 0.95]
21,21,0.08,0.97,[0.98 0.96],[0.98 0.97],[0.98 0.96]
