,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.61,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.57,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
3,3,0.53,0.7,[0.96 0.19],[0.71 0.3 ],[0.81 0.23]
4,4,0.51,0.75,[0.88 0.48],[0.78 0.65],[0.82 0.54]
5,5,0.5,0.76,[0.88 0.51],[0.79 0.67],[0.83 0.56]
6,6,0.49,0.77,[0.88 0.53],[0.79 0.68],[0.83 0.58]
7,7,0.49,0.77,[0.88 0.55],[0.8  0.68],[0.83 0.59]
8,8,0.49,0.77,[0.88 0.56],[0.8  0.68],[0.83 0.6 ]
9,9,0.48,0.77,[0.87 0.56],[0.8  0.68],[0.83 0.6 ]
