,epoch,loss,accuracy,recall,precision,f1
0,0,0.54,0.74,[0.89 0.42],[0.76 0.57],[0.81 0.46]
1,1,0.48,0.77,[0.89 0.53],[0.8  0.71],[0.84 0.6 ]
2,2,0.47,0.78,[0.9  0.53],[0.8  0.72],[0.84 0.6 ]
3,3,0.46,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
4,4,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.63]
5,5,0.45,0.79,[0.91 0.56],[0.81 0.76],[0.86 0.63]
6,6,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
7,7,0.43,0.8,[0.9  0.57],[0.82 0.75],[0.85 0.64]
8,8,0.42,0.81,[0.91 0.59],[0.82 0.77],[0.86 0.66]
9,9,0.42,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.66]
10,10,0.41,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
11,11,0.41,0.81,[0.9  0.62],[0.83 0.77],[0.87 0.68]
12,12,0.4,0.82,[0.91 0.63],[0.84 0.78],[0.87 0.69]
13,13,0.39,0.82,[0.92 0.62],[0.83 0.79],[0.87 0.69]
14,14,0.39,0.82,[0.92 0.63],[0.84 0.79],[0.87 0.69]
