,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.61,0.67,[0.98 0.04],[0.68 0.04],[0.8  0.04]
2,2,0.53,0.74,[0.82 0.57],[0.81 0.54],[0.8  0.54]
3,3,0.48,0.78,[0.86 0.62],[0.82 0.68],[0.84 0.64]
4,4,0.46,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
5,5,0.45,0.8,[0.89 0.61],[0.83 0.74],[0.86 0.66]
6,6,0.43,0.81,[0.89 0.65],[0.84 0.74],[0.86 0.68]
7,7,0.42,0.82,[0.89 0.66],[0.85 0.75],[0.87 0.7 ]
8,8,0.4,0.83,[0.9  0.68],[0.85 0.77],[0.88 0.72]
9,9,0.38,0.84,[0.9  0.73],[0.87 0.78],[0.88 0.75]
10,10,0.38,0.84,[0.89 0.73],[0.87 0.77],[0.88 0.74]
11,11,0.36,0.86,[0.9  0.77],[0.89 0.79],[0.89 0.78]
12,12,0.34,0.87,[0.9 0.8],[0.9 0.8],[0.9 0.8]
13,13,0.31,0.88,[0.91 0.82],[0.91 0.82],[0.91 0.82]
14,14,0.3,0.89,[0.92 0.84],[0.92 0.83],[0.92 0.83]
15,15,0.28,0.9,[0.92 0.85],[0.93 0.84],[0.92 0.84]
16,16,0.28,0.9,[0.93 0.86],[0.93 0.86],[0.93 0.85]
17,17,0.26,0.91,[0.94 0.86],[0.93 0.87],[0.93 0.86]
18,18,0.25,0.92,[0.94 0.87],[0.94 0.87],[0.94 0.87]
19,19,0.24,0.92,[0.94 0.89],[0.94 0.88],[0.94 0.88]
20,20,0.23,0.92,[0.94 0.89],[0.95 0.88],[0.94 0.88]
21,21,0.24,0.92,[0.94 0.88],[0.94 0.88],[0.94 0.87]
22,22,0.23,0.93,[0.94 0.89],[0.95 0.89],[0.94 0.88]
23,23,0.22,0.93,[0.95 0.89],[0.95 0.89],[0.95 0.89]
24,24,0.21,0.93,[0.95 0.9 ],[0.95 0.9 ],[0.95 0.9 ]
