,epoch,loss,accuracy,recall,precision,f1
0,0,0.65,0.62,[0.88 0.11],[0.64 0.07],[0.72 0.07]
1,1,0.54,0.72,[0.93 0.27],[0.73 0.61],[0.81 0.35]
2,2,0.5,0.76,[0.88 0.52],[0.79 0.67],[0.83 0.58]
3,3,0.47,0.78,[0.87 0.58],[0.81 0.69],[0.84 0.63]
4,4,0.46,0.79,[0.88 0.61],[0.82 0.7 ],[0.85 0.65]
5,5,0.45,0.8,[0.88 0.62],[0.83 0.72],[0.85 0.66]
6,6,0.44,0.8,[0.89 0.62],[0.83 0.72],[0.85 0.66]
7,7,0.43,0.8,[0.89 0.63],[0.83 0.73],[0.86 0.67]
8,8,0.42,0.81,[0.89 0.64],[0.84 0.74],[0.86 0.68]
9,9,0.42,0.81,[0.89 0.64],[0.84 0.75],[0.86 0.69]
10,10,0.41,0.81,[0.89 0.65],[0.84 0.75],[0.87 0.69]
11,11,0.4,0.82,[0.9  0.67],[0.85 0.76],[0.87 0.71]
12,12,0.39,0.83,[0.9  0.68],[0.85 0.77],[0.88 0.72]
13,13,0.38,0.83,[0.91 0.69],[0.86 0.78],[0.88 0.73]
14,14,0.37,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.74]
15,15,0.36,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.75]
16,16,0.35,0.85,[0.91 0.73],[0.87 0.8 ],[0.89 0.76]
17,17,0.34,0.85,[0.91 0.73],[0.88 0.8 ],[0.89 0.76]
18,18,0.33,0.86,[0.92 0.75],[0.88 0.82],[0.9  0.78]
19,19,0.31,0.87,[0.92 0.77],[0.89 0.83],[0.9  0.79]
20,20,0.31,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.8 ]
21,21,0.29,0.88,[0.93 0.79],[0.9  0.84],[0.91 0.81]
22,22,0.29,0.88,[0.93 0.79],[0.9  0.84],[0.91 0.81]
23,23,0.28,0.89,[0.93 0.8 ],[0.9  0.85],[0.92 0.82]
24,24,0.26,0.9,[0.93 0.81],[0.91 0.86],[0.92 0.83]
25,25,0.26,0.89,[0.94 0.81],[0.91 0.86],[0.92 0.83]
