,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.68,[0.99 0.05],[0.68 0.32],[0.8  0.09]
1,1,0.58,0.72,[0.97 0.19],[0.71 0.7 ],[0.82 0.29]
2,2,0.54,0.74,[0.95 0.33],[0.74 0.74],[0.83 0.44]
3,3,0.51,0.77,[0.93 0.42],[0.77 0.75],[0.84 0.52]
4,4,0.49,0.78,[0.93 0.47],[0.78 0.76],[0.85 0.57]
5,5,0.47,0.79,[0.92 0.51],[0.79 0.76],[0.85 0.6 ]
6,6,0.45,0.8,[0.92 0.54],[0.8  0.76],[0.86 0.62]
7,7,0.44,0.81,[0.92 0.57],[0.81 0.78],[0.86 0.64]
8,8,0.43,0.81,[0.92 0.58],[0.82 0.78],[0.86 0.65]
9,9,0.42,0.82,[0.92 0.59],[0.82 0.79],[0.87 0.66]
10,10,0.41,0.82,[0.92 0.61],[0.83 0.79],[0.87 0.68]
11,11,0.4,0.83,[0.93 0.62],[0.83 0.8 ],[0.88 0.69]
12,12,0.39,0.83,[0.93 0.64],[0.84 0.81],[0.88 0.7 ]
13,13,0.38,0.84,[0.93 0.65],[0.85 0.82],[0.88 0.71]
14,14,0.37,0.84,[0.93 0.66],[0.85 0.82],[0.89 0.72]
15,15,0.36,0.85,[0.93 0.68],[0.86 0.83],[0.89 0.74]
16,16,0.35,0.85,[0.94 0.69],[0.86 0.84],[0.89 0.75]
17,17,0.34,0.86,[0.94 0.7 ],[0.87 0.85],[0.9  0.75]
18,18,0.33,0.86,[0.94 0.7 ],[0.87 0.85],[0.9  0.76]
19,19,0.33,0.87,[0.94 0.72],[0.87 0.86],[0.91 0.78]
20,20,0.32,0.88,[0.95 0.73],[0.88 0.87],[0.91 0.79]
21,21,0.31,0.88,[0.95 0.74],[0.88 0.87],[0.91 0.79]
22,22,0.3,0.89,[0.95 0.76],[0.89 0.88],[0.92 0.81]
23,23,0.29,0.89,[0.95 0.77],[0.89 0.88],[0.92 0.81]
24,24,0.28,0.9,[0.95 0.78],[0.9  0.89],[0.92 0.82]
25,25,0.28,0.9,[0.96 0.79],[0.9  0.89],[0.93 0.83]
26,26,0.27,0.91,[0.96 0.8 ],[0.91 0.91],[0.93 0.84]
27,27,0.26,0.91,[0.96 0.81],[0.91 0.91],[0.93 0.85]
28,28,0.25,0.92,[0.97 0.83],[0.92 0.92],[0.94 0.87]
29,29,0.24,0.92,[0.97 0.83],[0.92 0.92],[0.94 0.87]
30,30,0.24,0.93,[0.97 0.84],[0.93 0.93],[0.95 0.88]
