,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.93 0.31],[0.74 0.51],[0.82 0.36]
1,1,0.47,0.79,[0.9  0.55],[0.8  0.74],[0.85 0.62]
2,2,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
3,3,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
4,4,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
5,5,0.38,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.72]
6,6,0.36,0.84,[0.91 0.71],[0.86 0.8 ],[0.89 0.75]
7,7,0.33,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
8,8,0.3,0.88,[0.93 0.78],[0.89 0.84],[0.91 0.8 ]
9,9,0.27,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.83]
10,10,0.25,0.9,[0.94 0.83],[0.92 0.88],[0.93 0.85]
11,11,0.23,0.91,[0.95 0.84],[0.93 0.89],[0.93 0.86]
12,12,0.2,0.93,[0.96 0.86],[0.94 0.9 ],[0.94 0.88]
13,13,0.17,0.94,[0.96 0.89],[0.95 0.93],[0.96 0.91]
14,14,0.16,0.95,[0.97 0.9 ],[0.95 0.94],[0.96 0.92]
15,15,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
16,16,0.13,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
17,17,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.97 0.95]
18,18,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
19,19,0.09,0.98,[0.99 0.96],[0.98 0.98],[0.98 0.96]
20,20,0.07,0.98,[0.99 0.97],[0.98 0.98],[0.99 0.97]
21,21,0.06,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
22,22,0.05,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
