,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.67,[0.97 0.07],[0.68 0.33],[0.79 0.1 ]
1,1,0.59,0.71,[0.97 0.18],[0.71 0.67],[0.82 0.27]
2,2,0.55,0.74,[0.95 0.3 ],[0.74 0.72],[0.83 0.4 ]
3,3,0.53,0.75,[0.93 0.39],[0.76 0.73],[0.83 0.48]
4,4,0.5,0.77,[0.92 0.45],[0.78 0.74],[0.84 0.54]
5,5,0.48,0.78,[0.92 0.5 ],[0.79 0.74],[0.85 0.58]
6,6,0.47,0.79,[0.91 0.53],[0.8  0.74],[0.85 0.6 ]
7,7,0.46,0.79,[0.91 0.55],[0.81 0.76],[0.85 0.62]
8,8,0.44,0.8,[0.91 0.56],[0.81 0.75],[0.86 0.63]
9,9,0.44,0.8,[0.91 0.58],[0.82 0.76],[0.86 0.64]
10,10,0.43,0.81,[0.92 0.6 ],[0.82 0.78],[0.87 0.66]
11,11,0.42,0.82,[0.92 0.61],[0.83 0.79],[0.87 0.67]
12,12,0.41,0.82,[0.92 0.62],[0.83 0.79],[0.87 0.68]
13,13,0.4,0.83,[0.92 0.63],[0.84 0.79],[0.87 0.69]
14,14,0.39,0.83,[0.92 0.63],[0.84 0.8 ],[0.88 0.69]
15,15,0.38,0.83,[0.93 0.65],[0.84 0.8 ],[0.88 0.7 ]
16,16,0.37,0.84,[0.93 0.67],[0.85 0.82],[0.89 0.72]
17,17,0.37,0.84,[0.93 0.67],[0.85 0.82],[0.88 0.72]
18,18,0.36,0.85,[0.93 0.67],[0.86 0.82],[0.89 0.73]
19,19,0.36,0.85,[0.93 0.68],[0.86 0.83],[0.89 0.74]
20,20,0.35,0.86,[0.94 0.7 ],[0.86 0.84],[0.9  0.75]
21,21,0.34,0.86,[0.94 0.7 ],[0.86 0.84],[0.9  0.75]
22,22,0.34,0.86,[0.94 0.71],[0.87 0.85],[0.9  0.76]
23,23,0.33,0.87,[0.94 0.72],[0.87 0.85],[0.9  0.77]
24,24,0.32,0.87,[0.94 0.72],[0.87 0.86],[0.9  0.77]
25,25,0.32,0.87,[0.94 0.73],[0.88 0.86],[0.91 0.78]
26,26,0.31,0.88,[0.95 0.75],[0.89 0.86],[0.91 0.79]
27,27,0.3,0.88,[0.95 0.75],[0.89 0.87],[0.91 0.8 ]
28,28,0.3,0.89,[0.95 0.77],[0.89 0.87],[0.92 0.81]
29,29,0.29,0.89,[0.95 0.77],[0.9  0.88],[0.92 0.82]
30,30,0.28,0.89,[0.95 0.77],[0.9  0.89],[0.92 0.82]
31,31,0.28,0.9,[0.95 0.78],[0.9  0.89],[0.92 0.82]
32,32,0.27,0.9,[0.95 0.79],[0.9  0.89],[0.93 0.83]
33,33,0.26,0.91,[0.96 0.8 ],[0.91 0.9 ],[0.93 0.84]
34,34,0.26,0.91,[0.96 0.8 ],[0.91 0.91],[0.93 0.84]
