,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.67,[0.96 0.09],[0.68 0.39],[0.79 0.12]
1,1,0.58,0.72,[0.97 0.2 ],[0.71 0.68],[0.82 0.29]
2,2,0.54,0.74,[0.95 0.33],[0.74 0.73],[0.83 0.43]
3,3,0.51,0.76,[0.93 0.42],[0.77 0.74],[0.84 0.51]
4,4,0.49,0.77,[0.92 0.47],[0.78 0.74],[0.84 0.56]
5,5,0.47,0.78,[0.92 0.5 ],[0.79 0.75],[0.85 0.58]
6,6,0.46,0.79,[0.92 0.54],[0.8  0.76],[0.85 0.61]
7,7,0.44,0.8,[0.92 0.57],[0.81 0.77],[0.86 0.64]
8,8,0.43,0.81,[0.92 0.58],[0.82 0.77],[0.86 0.65]
9,9,0.42,0.81,[0.92 0.6 ],[0.82 0.78],[0.87 0.66]
10,10,0.41,0.82,[0.92 0.61],[0.83 0.79],[0.87 0.67]
11,11,0.4,0.82,[0.92 0.62],[0.83 0.8 ],[0.87 0.69]
12,12,0.39,0.83,[0.92 0.63],[0.84 0.8 ],[0.88 0.69]
13,13,0.39,0.83,[0.93 0.64],[0.84 0.81],[0.88 0.71]
14,14,0.38,0.84,[0.93 0.66],[0.85 0.82],[0.89 0.72]
15,15,0.37,0.84,[0.93 0.67],[0.85 0.82],[0.89 0.73]
16,16,0.36,0.85,[0.94 0.68],[0.86 0.83],[0.89 0.73]
17,17,0.35,0.85,[0.94 0.68],[0.86 0.84],[0.89 0.74]
18,18,0.34,0.86,[0.94 0.7 ],[0.86 0.85],[0.9  0.76]
19,19,0.34,0.86,[0.94 0.71],[0.87 0.85],[0.9  0.76]
20,20,0.33,0.87,[0.94 0.72],[0.87 0.86],[0.91 0.78]
21,21,0.32,0.88,[0.95 0.73],[0.88 0.87],[0.91 0.78]
22,22,0.31,0.88,[0.94 0.74],[0.88 0.87],[0.91 0.79]
23,23,0.3,0.88,[0.95 0.75],[0.89 0.87],[0.92 0.8 ]
24,24,0.3,0.89,[0.95 0.76],[0.89 0.88],[0.92 0.81]
25,25,0.29,0.89,[0.95 0.77],[0.89 0.89],[0.92 0.82]
26,26,0.28,0.9,[0.96 0.78],[0.9 0.9],[0.93 0.83]
27,27,0.27,0.9,[0.96 0.79],[0.91 0.9 ],[0.93 0.84]
28,28,0.27,0.91,[0.96 0.8 ],[0.91 0.9 ],[0.93 0.84]
29,29,0.26,0.91,[0.96 0.8 ],[0.91 0.91],[0.93 0.84]
30,30,0.25,0.92,[0.96 0.82],[0.92 0.91],[0.94 0.86]
31,31,0.24,0.92,[0.97 0.83],[0.92 0.92],[0.94 0.87]
32,32,0.24,0.92,[0.97 0.84],[0.92 0.92],[0.94 0.87]
33,33,0.23,0.93,[0.97 0.84],[0.93 0.93],[0.95 0.88]
