,epoch,loss,accuracy,recall,precision,f1
0,0,0.53,0.74,[0.91 0.41],[0.76 0.56],[0.82 0.46]
1,1,0.46,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
2,2,0.43,0.8,[0.89 0.61],[0.83 0.74],[0.86 0.66]
3,3,0.4,0.82,[0.9  0.64],[0.84 0.76],[0.87 0.69]
4,4,0.36,0.84,[0.9 0.7],[0.86 0.78],[0.88 0.73]
5,5,0.31,0.87,[0.92 0.77],[0.89 0.82],[0.9  0.79]
6,6,0.25,0.9,[0.93 0.83],[0.92 0.85],[0.92 0.84]
7,7,0.2,0.92,[0.94 0.87],[0.94 0.88],[0.94 0.87]
8,8,0.15,0.94,[0.96 0.91],[0.96 0.92],[0.96 0.91]
9,9,0.11,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
10,10,0.09,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
11,11,0.07,0.98,[0.98 0.96],[0.98 0.97],[0.98 0.96]
12,12,0.06,0.98,[0.98 0.96],[0.98 0.97],[0.98 0.97]
13,13,0.05,0.98,[0.99 0.97],[0.99 0.98],[0.99 0.97]
14,14,0.04,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
15,15,0.03,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
16,16,0.04,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
17,17,0.04,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
18,18,0.03,0.99,[0.99 0.99],[0.99 0.99],[0.99 0.99]
19,19,0.02,0.99,[1.   0.99],[0.99 0.99],[0.99 0.99]
20,20,0.02,0.99,[1.   0.99],[0.99 0.99],[0.99 0.99]
21,21,0.02,0.99,[1.   0.99],[1.   0.99],[1.   0.99]
