,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.69,[0.91 0.26],[0.7  0.42],[0.79 0.29]
1,1,0.48,0.78,[0.9  0.53],[0.8  0.72],[0.84 0.6 ]
2,2,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
4,4,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
5,5,0.41,0.82,[0.91 0.63],[0.84 0.77],[0.87 0.69]
6,6,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.87 0.71]
7,7,0.37,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.73]
8,8,0.35,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.75]
9,9,0.32,0.87,[0.92 0.75],[0.88 0.82],[0.9  0.78]
10,10,0.3,0.88,[0.93 0.78],[0.89 0.84],[0.91 0.8 ]
11,11,0.28,0.89,[0.93 0.79],[0.9  0.85],[0.92 0.82]
12,12,0.27,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.83]
13,13,0.26,0.9,[0.94 0.82],[0.92 0.88],[0.93 0.84]
14,14,0.24,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
15,15,0.22,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
16,16,0.21,0.92,[0.95 0.86],[0.94 0.9 ],[0.94 0.88]
17,17,0.2,0.93,[0.95 0.88],[0.94 0.91],[0.95 0.89]
18,18,0.17,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
19,19,0.14,0.96,[0.97 0.92],[0.96 0.94],[0.97 0.93]
20,20,0.12,0.96,[0.98 0.93],[0.97 0.95],[0.97 0.94]
21,21,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
22,22,0.1,0.97,[0.98 0.95],[0.98 0.96],[0.98 0.96]
