,epoch,loss,accuracy,recall,precision,f1
0,0,0.55,0.73,[0.9  0.37],[0.76 0.43],[0.81 0.38]
1,1,0.48,0.77,[0.89 0.53],[0.8 0.7],[0.83 0.58]
2,2,0.47,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.61]
3,3,0.46,0.79,[0.89 0.57],[0.81 0.73],[0.85 0.62]
4,4,0.45,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.64]
5,5,0.43,0.8,[0.89 0.62],[0.83 0.75],[0.86 0.66]
6,6,0.42,0.81,[0.9  0.64],[0.84 0.75],[0.86 0.67]
7,7,0.41,0.82,[0.9  0.65],[0.84 0.77],[0.87 0.69]
8,8,0.4,0.82,[0.9  0.66],[0.85 0.77],[0.87 0.69]
9,9,0.39,0.83,[0.9  0.67],[0.85 0.78],[0.87 0.71]
