,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.69,[0.96 0.14],[0.7  0.31],[0.8  0.17]
1,1,0.5,0.77,[0.9 0.5],[0.79 0.71],[0.84 0.57]
2,2,0.47,0.79,[0.9  0.55],[0.8  0.74],[0.85 0.62]
3,3,0.45,0.8,[0.9  0.57],[0.81 0.75],[0.86 0.64]
4,4,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
5,5,0.43,0.81,[0.9 0.6],[0.82 0.76],[0.86 0.66]
6,6,0.41,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
7,7,0.4,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
8,8,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.87 0.71]
9,9,0.38,0.83,[0.91 0.69],[0.86 0.79],[0.88 0.73]
10,10,0.36,0.84,[0.91 0.71],[0.86 0.79],[0.88 0.74]
11,11,0.35,0.85,[0.91 0.73],[0.87 0.81],[0.89 0.76]
12,12,0.33,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
13,13,0.32,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
14,14,0.3,0.87,[0.92 0.77],[0.89 0.83],[0.91 0.8 ]
15,15,0.29,0.89,[0.93 0.79],[0.9  0.85],[0.92 0.82]
16,16,0.27,0.89,[0.94 0.81],[0.91 0.86],[0.92 0.83]
17,17,0.26,0.9,[0.94 0.82],[0.92 0.87],[0.93 0.84]
18,18,0.25,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
19,19,0.25,0.9,[0.94 0.83],[0.92 0.87],[0.93 0.84]
20,20,0.24,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
21,21,0.22,0.92,[0.95 0.85],[0.93 0.9 ],[0.94 0.87]
22,22,0.2,0.92,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
