,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.68,[0.98 0.07],[0.68 0.14],[0.8  0.09]
1,1,0.5,0.75,[0.87 0.52],[0.79 0.66],[0.82 0.57]
2,2,0.48,0.77,[0.88 0.55],[0.8  0.69],[0.84 0.6 ]
3,3,0.47,0.78,[0.88 0.56],[0.8 0.7],[0.84 0.61]
4,4,0.46,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.62]
5,5,0.45,0.79,[0.89 0.57],[0.81 0.72],[0.85 0.63]
6,6,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
7,7,0.44,0.8,[0.9  0.58],[0.82 0.73],[0.86 0.65]
8,8,0.43,0.8,[0.9 0.6],[0.82 0.74],[0.86 0.66]
9,9,0.43,0.8,[0.9  0.61],[0.83 0.74],[0.86 0.66]
10,10,0.42,0.81,[0.9  0.63],[0.83 0.75],[0.86 0.68]
11,11,0.4,0.82,[0.9  0.65],[0.84 0.77],[0.87 0.7 ]
12,12,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.88 0.71]
13,13,0.39,0.83,[0.91 0.68],[0.85 0.79],[0.88 0.72]
14,14,0.37,0.84,[0.91 0.68],[0.86 0.79],[0.88 0.73]
15,15,0.36,0.85,[0.92 0.7 ],[0.86 0.8 ],[0.89 0.74]
16,16,0.35,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.76]
17,17,0.35,0.86,[0.92 0.72],[0.87 0.82],[0.89 0.76]
18,18,0.33,0.86,[0.92 0.73],[0.88 0.82],[0.9  0.77]
19,19,0.33,0.86,[0.92 0.74],[0.88 0.83],[0.9  0.77]
20,20,0.32,0.87,[0.93 0.75],[0.89 0.83],[0.9  0.79]
21,21,0.3,0.87,[0.93 0.76],[0.89 0.84],[0.91 0.8 ]
22,22,0.3,0.88,[0.93 0.77],[0.89 0.85],[0.91 0.81]
