,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.94 0.27],[0.73 0.43],[0.82 0.32]
1,1,0.47,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
2,2,0.44,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
3,3,0.42,0.81,[0.9  0.62],[0.83 0.76],[0.86 0.68]
4,4,0.41,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
5,5,0.39,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.72]
6,6,0.37,0.84,[0.91 0.69],[0.86 0.8 ],[0.88 0.74]
7,7,0.35,0.86,[0.92 0.72],[0.87 0.82],[0.9  0.77]
8,8,0.33,0.87,[0.93 0.75],[0.88 0.84],[0.9  0.79]
9,9,0.3,0.88,[0.93 0.78],[0.9  0.85],[0.91 0.81]
10,10,0.28,0.89,[0.94 0.8 ],[0.9  0.87],[0.92 0.83]
11,11,0.26,0.9,[0.94 0.82],[0.91 0.88],[0.93 0.84]
12,12,0.25,0.91,[0.94 0.84],[0.92 0.89],[0.93 0.85]
13,13,0.24,0.91,[0.94 0.83],[0.92 0.89],[0.93 0.85]
14,14,0.22,0.92,[0.95 0.85],[0.93 0.9 ],[0.94 0.87]
15,15,0.2,0.93,[0.96 0.87],[0.94 0.92],[0.95 0.89]
16,16,0.16,0.95,[0.97 0.9 ],[0.95 0.94],[0.96 0.91]
17,17,0.14,0.96,[0.98 0.92],[0.96 0.95],[0.97 0.93]
18,18,0.13,0.96,[0.98 0.93],[0.97 0.96],[0.97 0.94]
19,19,0.12,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
20,20,0.12,0.96,[0.98 0.93],[0.97 0.96],[0.97 0.94]
21,21,0.14,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
