,epoch,loss,accuracy,recall,precision,f1
0,0,0.6,0.67,[0.94 0.13],[0.67 0.21],[0.78 0.14]
1,1,0.51,0.75,[0.87 0.51],[0.79 0.66],[0.82 0.56]
2,2,0.48,0.77,[0.87 0.56],[0.8  0.68],[0.83 0.6 ]
3,3,0.47,0.78,[0.88 0.56],[0.8 0.7],[0.84 0.61]
4,4,0.46,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
5,5,0.45,0.79,[0.89 0.58],[0.81 0.71],[0.85 0.63]
6,6,0.45,0.79,[0.89 0.59],[0.82 0.72],[0.85 0.64]
7,7,0.44,0.8,[0.89 0.6 ],[0.82 0.72],[0.85 0.65]
8,8,0.43,0.8,[0.9  0.61],[0.82 0.74],[0.86 0.66]
9,9,0.42,0.81,[0.9  0.63],[0.83 0.75],[0.86 0.68]
10,10,0.41,0.82,[0.9  0.64],[0.84 0.76],[0.87 0.69]
11,11,0.4,0.82,[0.9  0.66],[0.85 0.76],[0.87 0.7 ]
12,12,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.72]
13,13,0.38,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.73]
14,14,0.36,0.85,[0.92 0.71],[0.86 0.8 ],[0.89 0.74]
15,15,0.35,0.85,[0.92 0.72],[0.87 0.81],[0.89 0.76]
16,16,0.34,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
17,17,0.33,0.87,[0.93 0.76],[0.89 0.84],[0.91 0.79]
18,18,0.31,0.88,[0.93 0.77],[0.89 0.85],[0.91 0.8 ]
19,19,0.31,0.88,[0.93 0.77],[0.89 0.85],[0.91 0.8 ]
20,20,0.29,0.89,[0.94 0.78],[0.9  0.85],[0.92 0.81]
21,21,0.28,0.9,[0.94 0.8 ],[0.91 0.87],[0.92 0.83]
22,22,0.27,0.9,[0.94 0.81],[0.91 0.88],[0.93 0.84]
23,23,0.26,0.91,[0.95 0.82],[0.92 0.89],[0.93 0.85]
