,epoch,loss,accuracy,recall,precision,f1
0,0,0.67,0.58,[0.78 0.19],[0.6  0.11],[0.66 0.12]
1,1,0.62,0.67,[1. 0.],[0.67 0.01],[0.8 0. ]
2,2,0.57,0.71,[0.97 0.17],[0.71 0.55],[0.81 0.24]
3,3,0.53,0.73,[0.92 0.36],[0.75 0.66],[0.82 0.44]
4,4,0.51,0.75,[0.91 0.43],[0.77 0.68],[0.83 0.51]
5,5,0.5,0.76,[0.9  0.47],[0.78 0.68],[0.83 0.54]
6,6,0.49,0.77,[0.9 0.5],[0.79 0.69],[0.83 0.56]
7,7,0.48,0.77,[0.9  0.51],[0.79 0.7 ],[0.84 0.58]
8,8,0.48,0.78,[0.9  0.52],[0.8  0.71],[0.84 0.59]
9,9,0.47,0.78,[0.9  0.54],[0.8  0.72],[0.84 0.6 ]
10,10,0.47,0.78,[0.9  0.55],[0.8  0.72],[0.85 0.61]
11,11,0.46,0.79,[0.9  0.55],[0.81 0.72],[0.85 0.61]
12,12,0.46,0.79,[0.9  0.56],[0.81 0.72],[0.85 0.62]
13,13,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.62]
14,14,0.45,0.79,[0.9  0.57],[0.81 0.73],[0.85 0.62]
15,15,0.45,0.79,[0.9  0.57],[0.81 0.73],[0.85 0.63]
16,16,0.45,0.79,[0.9  0.57],[0.81 0.73],[0.85 0.63]
17,17,0.45,0.8,[0.9  0.58],[0.81 0.74],[0.85 0.63]
18,18,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.85 0.64]
19,19,0.44,0.8,[0.91 0.58],[0.82 0.75],[0.86 0.64]
20,20,0.44,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.64]
21,21,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.64]
22,22,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
23,23,0.43,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
24,24,0.43,0.8,[0.91 0.6 ],[0.82 0.75],[0.86 0.65]
25,25,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.65]
26,26,0.43,0.81,[0.9 0.6],[0.82 0.75],[0.86 0.66]
27,27,0.43,0.81,[0.9 0.6],[0.82 0.75],[0.86 0.66]
28,28,0.43,0.81,[0.91 0.61],[0.83 0.75],[0.86 0.66]
29,29,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.66]
30,30,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.66]
