,epoch,loss,accuracy,recall,precision,f1
0,0,0.65,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.62,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
3,3,0.61,0.67,[1. 0.],[0.67 0.02],[0.8 0. ]
4,4,0.6,0.68,[0.99 0.06],[0.68 0.41],[0.8 0.1]
5,5,0.58,0.7,[0.95 0.19],[0.71 0.62],[0.81 0.28]
6,6,0.57,0.71,[0.92 0.27],[0.72 0.62],[0.81 0.36]
7,7,0.56,0.71,[0.91 0.3 ],[0.73 0.62],[0.81 0.4 ]
8,8,0.56,0.72,[0.9  0.34],[0.74 0.62],[0.81 0.43]
9,9,0.55,0.72,[0.9  0.37],[0.74 0.63],[0.81 0.45]
10,10,0.54,0.73,[0.89 0.39],[0.75 0.64],[0.81 0.48]
11,11,0.54,0.74,[0.89 0.43],[0.76 0.64],[0.82 0.5 ]
12,12,0.53,0.74,[0.88 0.44],[0.76 0.65],[0.82 0.51]
13,13,0.52,0.75,[0.88 0.47],[0.77 0.65],[0.82 0.53]
14,14,0.51,0.75,[0.88 0.48],[0.78 0.66],[0.82 0.54]
15,15,0.51,0.75,[0.88 0.5 ],[0.78 0.66],[0.82 0.56]
16,16,0.5,0.76,[0.88 0.51],[0.79 0.66],[0.83 0.57]
17,17,0.5,0.76,[0.88 0.52],[0.79 0.67],[0.83 0.58]
18,18,0.49,0.76,[0.87 0.54],[0.79 0.67],[0.83 0.59]
19,19,0.49,0.77,[0.87 0.55],[0.8  0.67],[0.83 0.59]
20,20,0.48,0.77,[0.87 0.56],[0.8  0.68],[0.83 0.6 ]
21,21,0.48,0.77,[0.87 0.56],[0.8  0.67],[0.83 0.6 ]
22,22,0.48,0.78,[0.88 0.57],[0.81 0.69],[0.84 0.61]
23,23,0.48,0.78,[0.87 0.57],[0.81 0.69],[0.84 0.61]
24,24,0.47,0.78,[0.87 0.58],[0.81 0.69],[0.84 0.62]
25,25,0.47,0.78,[0.87 0.59],[0.81 0.69],[0.84 0.62]
26,26,0.47,0.78,[0.87 0.59],[0.81 0.69],[0.84 0.62]
27,27,0.47,0.78,[0.87 0.59],[0.81 0.69],[0.84 0.63]
28,28,0.46,0.78,[0.88 0.59],[0.82 0.7 ],[0.84 0.63]
29,29,0.46,0.78,[0.88 0.6 ],[0.82 0.7 ],[0.84 0.63]
30,30,0.46,0.79,[0.88 0.6 ],[0.82 0.7 ],[0.84 0.63]
31,31,0.46,0.78,[0.88 0.6 ],[0.82 0.7 ],[0.84 0.63]
32,32,0.46,0.78,[0.88 0.6 ],[0.82 0.7 ],[0.84 0.63]
33,33,0.46,0.79,[0.88 0.6 ],[0.82 0.7 ],[0.85 0.64]
34,34,0.45,0.79,[0.88 0.6 ],[0.82 0.7 ],[0.85 0.64]
35,35,0.45,0.79,[0.88 0.6 ],[0.82 0.7 ],[0.85 0.64]
36,36,0.45,0.79,[0.88 0.61],[0.82 0.7 ],[0.85 0.64]
37,37,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
38,38,0.45,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.64]
39,39,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
40,40,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
41,41,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
42,42,0.45,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.65]
43,43,0.44,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.65]
44,44,0.44,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.64]
45,45,0.44,0.79,[0.88 0.61],[0.82 0.71],[0.85 0.64]
46,46,0.44,0.8,[0.88 0.61],[0.82 0.72],[0.85 0.65]
47,47,0.44,0.79,[0.88 0.61],[0.82 0.72],[0.85 0.65]
