,epoch,loss,accuracy,recall,precision,f1
0,0,0.66,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
1,1,0.62,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.58,0.68,[0.99 0.06],[0.68 0.46],[0.81 0.1 ]
3,3,0.53,0.72,[0.92 0.33],[0.74 0.65],[0.82 0.43]
4,4,0.51,0.74,[0.89 0.45],[0.77 0.66],[0.82 0.52]
5,5,0.5,0.76,[0.88 0.51],[0.78 0.66],[0.83 0.57]
6,6,0.49,0.76,[0.88 0.54],[0.79 0.68],[0.83 0.59]
7,7,0.48,0.77,[0.88 0.56],[0.8  0.69],[0.84 0.61]
8,8,0.47,0.78,[0.88 0.57],[0.81 0.69],[0.84 0.62]
9,9,0.47,0.78,[0.88 0.58],[0.81 0.7 ],[0.84 0.63]
10,10,0.46,0.79,[0.88 0.59],[0.82 0.7 ],[0.85 0.64]
11,11,0.46,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.64]
12,12,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.65]
13,13,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.65]
14,14,0.45,0.79,[0.88 0.61],[0.82 0.72],[0.85 0.65]
15,15,0.44,0.8,[0.89 0.61],[0.82 0.72],[0.85 0.66]
16,16,0.44,0.8,[0.89 0.61],[0.83 0.73],[0.86 0.66]
17,17,0.44,0.8,[0.89 0.61],[0.82 0.73],[0.86 0.66]
18,18,0.43,0.8,[0.89 0.62],[0.83 0.74],[0.86 0.67]
19,19,0.43,0.8,[0.89 0.62],[0.83 0.74],[0.86 0.67]
20,20,0.43,0.8,[0.89 0.62],[0.83 0.73],[0.86 0.67]
21,21,0.43,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.68]
22,22,0.42,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.68]
23,23,0.42,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.68]
24,24,0.42,0.81,[0.9  0.64],[0.84 0.75],[0.86 0.69]
25,25,0.41,0.81,[0.89 0.64],[0.84 0.74],[0.86 0.68]
26,26,0.41,0.81,[0.89 0.64],[0.84 0.75],[0.86 0.69]
27,27,0.41,0.82,[0.9  0.65],[0.84 0.75],[0.87 0.69]
28,28,0.4,0.82,[0.9  0.66],[0.84 0.76],[0.87 0.7 ]
29,29,0.4,0.82,[0.9  0.66],[0.85 0.76],[0.87 0.7 ]
30,30,0.4,0.82,[0.9  0.67],[0.85 0.76],[0.87 0.71]
31,31,0.39,0.83,[0.9  0.67],[0.85 0.76],[0.87 0.71]
32,32,0.39,0.83,[0.9  0.67],[0.85 0.77],[0.87 0.71]
33,33,0.39,0.83,[0.9  0.68],[0.85 0.77],[0.88 0.72]
34,34,0.39,0.83,[0.9  0.68],[0.85 0.77],[0.88 0.72]
35,35,0.38,0.83,[0.9  0.69],[0.86 0.78],[0.88 0.73]
36,36,0.38,0.84,[0.91 0.7 ],[0.86 0.78],[0.88 0.73]
37,37,0.37,0.84,[0.9 0.7],[0.86 0.78],[0.88 0.73]
